,0
HP:0000118 | Phenotypic abnormality,1
HP:0100157 | Absent epiphysis of the proximal phalanx of the 3rd toe,2
HP:0100135 | Absent epiphysis of the distal phalanx of the 3rd toe,2
HP:0100146 | Absent epiphysis of the middle phalanx of the 3rd toe,2
HP:0100224 | Absent epiphysis of the proximal phalanx of the 5th toe,2
HP:0100202 | Absent epiphysis of the distal phalanx of the 5th toe,2
HP:0100213 | Absent epiphysis of the middle phalanx of the 5th toe,2
HP:0100190 | Triangular epiphysis of the middle phalanx of the 4th toe,2
HP:0100179 | Triangular epiphysis of the distal phalanx of the 4th toe,2
HP:0100201 | Triangular epiphysis of the proximal phalanx of the 4th toe,2
HP:0100121 | Triangular epiphysis of the middle phalanx of the 2nd toe,2
HP:0100110 | Triangular epiphysis of the distal phalanx of the 2nd toe,2
HP:0100132 | Triangular epiphysis of the proximal phalanx of the 2nd toe,2
HP:0100223 | Triangular epiphysis of the middle phalanx of the 5th toe,2
HP:0100212 | Triangular epiphysis of the distal phalanx of the 5th toe,2
HP:0100234 | Triangular epiphysis of the proximal phalanx of the 5th toe,2
HP:0100167 | Triangular epiphysis of the proximal phalanx of the 3rd toe,2
HP:0100145 | Triangular epiphysis of the distal phalanx of the 3rd toe,2
HP:0100156 | Triangular epiphysis of the middle phalanx of the 3rd toe,2
HP:0010137 | Triangular epiphysis of the proximal phalanx of the hallux,2
HP:0010148 | Triangular epiphysis of the distal phalanx of the hallux,2
HP:0100105 | Irregular epiphysis of the distal phalanx of the 2nd toe,2
HP:0100127 | Irregular epiphysis of the proximal phalanx of the 2nd toe,2
HP:0100116 | Irregular epiphysis of the middle phalanx of the 2nd toe,2
HP:0100104 | Fragmentation of the epiphysis of the distal phalanx of the 2nd toe,2
HP:0100126 | Fragmentation of the epiphysis of the proximal phalanx of the 2nd toe,2
HP:0100115 | Fragmentation of the epiphysis of the middle phalanx of the 2nd toe,2
HP:0100130 | Small epiphysis of the proximal phalanx of the 2nd toe,2
HP:0100108 | Small epiphysis of the distal phalanx of the 2nd toe,2
HP:0100119 | Small epiphysis of the middle phalanx of the 2nd toe,2
HP:0100102 | Cone-shaped epiphysis of the distal phalanx of the 2nd toe,2
HP:0100101 | Bracket epiphysis of the distal phalanx of the 2nd toe,2
HP:0100106 | Ivory epiphysis of the distal phalanx of the 2nd toe,2
HP:0100107 | Pseudoepiphysis of the distal phalanx of the 2nd toe,2
HP:0100103 | Enlarged epiphysis of the distal phalanx of the 2nd toe,2
HP:0100117 | Ivory epiphysis of the middle phalanx of the 2nd toe,2
HP:0100128 | Ivory epiphysis of the proximal phalanx of the 2nd toe,2
HP:0100123 | Bracket epiphysis of the proximal phalanx of the 2nd toe,2
HP:0100112 | Bracket epiphysis of the middle phalanx of the 2nd toe,2
HP:0100114 | Enlarged epiphysis of the middle phalanx of the 2nd toe,2
HP:0100125 | Enlarged epiphysis of the proximal phalanx of the 2nd toe,2
HP:0100118 | Pseudoepiphysis of the middle phalanx of the 2nd toe,2
HP:0100129 | Pseudoepiphysis of the proximal phalanx of the 2nd toe,2
HP:0100124 | Cone-shaped epiphysis of the proximal phalanx of the 2nd toe,2
HP:0100113 | Cone-shaped epiphysis of the middle phalanx of the 2nd toe,2
HP:0010132 | Irregular epiphysis of the proximal phalanx of the hallux,2
HP:0010143 | Irregular epiphysis of the distal phalanx of the hallux,2
HP:0010154 | Irregular epiphysis of the 1st metatarsal,2
HP:0100196 | Irregular epiphysis of the proximal phalanx of the 4th toe,2
HP:0100174 | Irregular epiphysis of the distal phalanx of the 4th toe,2
HP:0100185 | Irregular epiphysis of the middle phalanx of the 4th toe,2
HP:0100218 | Irregular epiphysis of the middle phalanx of the 5th toe,2
HP:0100207 | Irregular epiphysis of the distal phalanx of the 5th toe,2
HP:0100229 | Irregular epiphysis of the proximal phalanx of the 5th toe,2
HP:0100151 | Irregular epiphysis of the middle phalanx of the 3rd toe,2
HP:0100140 | Irregular epiphysis of the distal phalanx of the 3rd toe,2
HP:0100162 | Irregular epiphysis of the proximal phalanx of the 3rd toe,2
HP:0100193 | Cone-shaped epiphysis of the proximal phalanx of the 4th toe,2
HP:0100182 | Cone-shaped epiphysis of the middle phalanx of the 4th toe,2
HP:0100171 | Cone-shaped epiphysis of the distal phalanx of the 4th toe,2
HP:0100215 | Cone-shaped epiphysis of the middle phalanx of the 5th toe,2
HP:0100226 | Cone-shaped epiphysis of the proximal phalanx of the 5th toe,2
HP:0100204 | Cone-shaped epiphysis of the distal phalanx of the 5th toe,2
HP:0100137 | Cone-shaped epiphysis of the distal phalanx of the 3rd toe,2
HP:0100159 | Cone-shaped epiphysis of the proximal phalanx of the 3rd toe,2
HP:0100148 | Cone-shaped epiphysis of the middle phalanx of the 3rd toe,2
HP:0010140 | Cone-shaped epiphysis of the distal phalanx of the hallux,2
HP:0010129 | Cone-shaped epiphysis of the proximal phalanx of the hallux,2
HP:0100175 | Ivory epiphysis of the distal phalanx of the 4th toe,2
HP:0100197 | Ivory epiphysis of the proximal phalanx of the 4th toe,2
HP:0100186 | Ivory epiphysis of the middle phalanx of the 4th toe,2
HP:0100152 | Ivory epiphysis of the middle phalanx of the 3rd toe,2
HP:0100141 | Ivory epiphysis of the distal phalanx of the 3rd toe,2
HP:0100163 | Ivory epiphysis of the proximal phalanx of the 3rd toe,2
HP:0010144 | Ivory epiphysis of the distal phalanx of the hallux,2
HP:0010155 | Ivory epiphysis of the 1st metatarsal,2
HP:0010133 | Ivory epiphysis of the proximal phalanx of the hallux,2
HP:0100208 | Ivory epiphysis of the distal phalanx of the 5th toe,2
HP:0100219 | Ivory epiphysis of the middle phalanx of the 5th toe,2
HP:0100230 | Ivory epiphysis of the proximal phalanx of the 5th toe,2
HP:0100231 | Pseudoepiphysis of the proximal phalanx of the 5th toe,2
HP:0100209 | Pseudoepiphysis of the distal phalanx of the 5th toe,2
HP:0100220 | Pseudoepiphysis of the middle phalanx of the 5th toe,2
HP:0100198 | Pseudoepiphysis of the proximal phalanx of the 4th toe,2
HP:0100176 | Pseudoepiphysis of the distal phalanx of the 4th toe,2
HP:0100187 | Pseudoepiphysis of the middle phalanx of the 4th toe,2
HP:0100153 | Pseudoepiphysis of the middle phalanx of the 3rd toe,2
HP:0100142 | Pseudoepiphysis of the distal phalanx of the 3rd toe,2
HP:0100164 | Pseudoepiphysis of the proximal phalanx of the 3rd toe,2
HP:0010134 | Pseudoepiphysis of the proximal phalanx of the hallux,2
HP:0010145 | Pseudoepiphysis of the distal phalanx of the hallux,2
HP:0100143 | Small epiphysis of the distal phalanx of the 3rd toe,2
HP:0100154 | Small epiphysis of the middle phalanx of the 3rd toe,2
HP:0100165 | Small epiphysis of the proximal phalanx of the 3rd toe,2
HP:0010146 | Small epiphysis of the distal phalanx of the hallux,2
HP:0010135 | Small epiphysis of the proximal phalanx of the hallux,2
HP:0100188 | Small epiphysis of the middle phalanx of the 4th toe,2
HP:0100177 | Small epiphysis of the distal phalanx of the 4th toe,2
HP:0100199 | Small epiphysis of the proximal phalanx of the 4th toe,2
HP:0100232 | Small epiphysis of the proximal phalanx of the 5th toe,2
HP:0100210 | Small epiphysis of the distal phalanx of the 5th toe,2
HP:0100221 | Small epiphysis of the middle phalanx of the 5th toe,2
HP:0010152 | Enlarged epiphysis of the 1st metatarsal,2
HP:0010130 | Enlarged epiphysis of the proximal phalanx of the hallux,2
HP:0010141 | Enlarged epiphysis of the distal phalanx of the hallux,2
HP:0100227 | Enlarged epiphysis of the proximal phalanx of the 5th toe,2
HP:0100216 | Enlarged epiphysis of the middle phalanx of the 5th toe,2
HP:0100205 | Enlarged epiphysis of the distal phalanx of the 5th toe,2
HP:0100160 | Enlarged epiphysis of the proximal phalanx of the 3rd toe,2
HP:0100138 | Enlarged epiphysis of the distal phalanx of the 3rd toe,2
HP:0100149 | Enlarged epiphysis of the middle phalanx of the 3rd toe,2
HP:0100183 | Enlarged epiphysis of the middle phalanx of the 4th toe,2
HP:0100194 | Enlarged epiphysis of the proximal phalanx of the 4th toe,2
HP:0100172 | Enlarged epiphysis of the distal phalanx of the 4th toe,2
HP:0100184 | Fragmentation of the epiphysis of the middle phalanx of the 4th toe,2
HP:0100181 | Bracket epiphysis of the middle phalanx of the 4th toe,2
HP:0100195 | Fragmentation of the epiphysis of the proximal phalanx of the 4th toe,2
HP:0100173 | Fragmentation of the epiphysis of the distal phalanx of the 4th toe,2
HP:0100170 | Bracket epiphysis of the distal phalanx of the 4th toe,2
HP:0100192 | Bracket epiphysis of the proximal phalanx of the 4th toe,2
HP:0100228 | Fragmentation of the epiphysis of the proximal phalanx of the 5th toe,2
HP:0100217 | Fragmentation of the epiphysis of the middle phalanx of the 5th toe,2
HP:0100206 | Fragmentation of the epiphysis of the distal phalanx of the 5th toe,2
HP:0100139 | Fragmentation of the epiphysis of the distal phalanx of the 3rd toe,2
HP:0100150 | Fragmentation of the epiphysis of the middle phalanx of the 3rd toe,2
HP:0100161 | Fragmentation of the epiphysis of the proximal phalanx of the 3rd toe,2
HP:0010142 | Fragmentation of the epiphysis of the distal phalanx of the hallux,2
HP:0010153 | Fragmentation of the epiphysis of the 1st metatarsal,2
HP:0010131 | Fragmentation of the epiphysis of the proximal phalanx of the hallux,2
HP:0100225 | Bracket epiphysis of the proximal phalanx of the 5th toe,2
HP:0100214 | Bracket epiphysis of the middle phalanx of the 5th toe,2
HP:0100203 | Bracket epiphysis of the distal phalanx of the 5th toe,2
HP:0010128 | Bracket epiphysis of the proximal phalanx of the hallux,2
HP:0010139 | Bracket epiphysis of the distal phalanx of the hallux,2
HP:0100158 | Bracket epiphysis of the proximal phalanx of the 3rd toe,2
HP:0100147 | Bracket epiphysis of the middle phalanx of the 3rd toe,2
HP:0100136 | Bracket epiphysis of the distal phalanx of the 3rd toe,2
HP:0010159 | Triangular epiphysis of the 1st metatarsal,1
HP:0010156 | Pseudoepiphysis of the 1st metatarsal,1
HP:0010157 | Small epiphysis of the 1st metatarsal,1
HP:0010149 | Absent epiphysis of the 1st metatarsal,1
HP:0010150 | Bracket epiphysis of the 1st metatarsal,1
HP:0010158 | Stippling of the epiphysis of the 1st metatarsal,1
HP:0010435 | Short middle phalanx of the 2nd toe,2
HP:0010437 | Short proximal phalanx of the 2nd toe,2
HP:0010433 | Short distal phalanx of the 2nd toe,2
HP:0100396 | Short proximal phalanx of the 4th toe,2
HP:0100393 | Short middle phalanx of the 4th toe,2
HP:0100390 | Short distal phalanx of the 4th toe,2
HP:0100395 | Short proximal phalanx of the 3rd toe,2
HP:0100389 | Short distal phalanx of the 3rd toe,2
HP:0100392 | Short middle phalanx of the 3rd toe,2
HP:0010103 | Short distal phalanx of hallux,2
HP:0010107 | Short proximal phalanx of hallux,2
HP:0100391 | Short distal phalanx of the 5th toe,2
HP:0100394 | Short middle phalanx of the 5th toe,2
HP:0100397 | Short proximal phalanx of the 5th toe,2
HP:0005793 | Shortening of all distal phalanges of the toes,1
HP:0100441 | Bullet-shaped distal phalanx of the 4th toe,1
HP:0100435 | Bullet-shaped middle phalanx of the 4th toe,1
HP:0100438 | Bullet-shaped proximal phalanx of the 4th toe,2
HP:0100450 | Curved distal phalanx of the 4th toe,3
HP:0100399 | Duplication of the distal phalanx of the 4th toe,2
HP:0100405 | Duplication of the proximal phalanx of the 4th toe,3
HP:0100402 | Duplication of the middle phalanx of the 4th toe,2
HP:0100444 | Curved middle phalanx of the 4th toe,3
HP:0100447 | Curved proximal phalanx of the 4th toe,3
HP:0100465 | Patchy sclerosis of the proximal phalanx of the 4th toe,3
HP:0100468 | Patchy sclerosis of the distal phalanx of the 4th toe,3
HP:0100462 | Patchy sclerosis of the middle phalanx of the 4th toe,3
HP:0100436 | Bullet-shaped middle phalanx of the 5th toe,1
HP:0100442 | Bullet-shaped distal phalanx of the 5th toe,1
HP:0100439 | Bullet-shaped proximal phalanx of the 5th toe,2
HP:0100403 | Duplication of the middle phalanx of the 5th toe,3
HP:0100445 | Curved middle phalanx of the 5th toe,3
HP:0100448 | Curved proximal phalanx of the 5th toe,3
HP:0100406 | Duplication of the proximal phalanx of the 5th toe,2
HP:0100487 | Triangular shaped distal phalanx of the 5th toe,1
HP:0100466 | Patchy sclerosis of the proximal phalanx of the 5th toe,3
HP:0100463 | Patchy sclerosis of the middle phalanx of the 5th toe,3
HP:0100469 | Patchy sclerosis of the distal phalanx of the 5th toe,3
HP:0100400 | Duplication of the distal phalanx of the 5th toe,2
HP:0100451 | Curved distal phalanx of the 5th toe,3
HP:0010400 | Patchy sclerosis of the proximal phalanx of the 2nd toe,4
HP:0010418 | Patchy sclerosis of the distal phalanx of the 2nd toe,3
HP:0010409 | Patchy sclerosis of the middle phalanx of the 2nd toe,4
HP:0010402 | Triangular shaped proximal phalanx of the 2nd toe,2
HP:0010411 | Triangular shaped middle phalanx of the 2nd toe,2
HP:0010420 | Triangular shaped distal phalanx of the 2nd toe,2
HP:0010407 | Curved middle phalanx of the 2nd toe,3
HP:0010406 | Bullet-shaped middle phalanx of the 2nd toe,2
HP:0010412 | Duplication of the middle phalanx of the 2nd toe,2
HP:0010397 | Bullet-shaped proximal phalanx of the 2nd toe,3
HP:0010403 | Duplication of the proximal phalanx of the 2nd toe,2
HP:0010398 | Curved proximal phalanx of the 2nd toe,3
HP:0010421 | Duplication of the distal phalanx of the 2nd toe,3
HP:0010428 | Partial duplication of phalanx of the 2nd toe,1
HP:0010429 | Complete duplication of the phalanges of the 2nd toe,1
HP:0010415 | Bullet-shaped distal phalanx of the 2nd toe,2
HP:0010416 | Curved distal phalanx of the 2nd toe,3
HP:0100939 | Sclerosis of the distal phalanx of the 2nd toe,3
HP:0100440 | Bullet-shaped distal phalanx of the 3rd toe,1
HP:0100437 | Bullet-shaped proximal phalanx of the 3rd toe,2
HP:0100434 | Bullet-shaped middle phalanx of the 3rd toe,1
HP:0100401 | Duplication of the middle phalanx of the 3rd toe,3
HP:0100443 | Curved middle phalanx of the 3rd toe,3
HP:0100464 | Patchy sclerosis of the proximal phalanx of the 3rd toe,3
HP:0100461 | Patchy sclerosis of the middle phalanx of the 3rd toe,3
HP:0100467 | Patchy sclerosis of the distal phalanx of the 3rd toe,3
HP:0100446 | Curved proximal phalanx of the 3rd toe,3
HP:0100449 | Curved distal phalanx of the 3rd toe,3
HP:0100404 | Duplication of the proximal phalanx of the 3rd toe,3
HP:0100398 | Duplication of the distal phalanx of the 3rd toe,2
HP:0100944 | Sclerosis of the distal phalanx of the hallux,3
HP:0010078 | Bullet-shaped distal phalanx of the hallux,3
HP:0010083 | Triangular shaped distal phalanx of the hallux,3
HP:0010079 | Curved distal phalanx of the hallux,3
HP:0010084 | Duplication of the distal phalanx of the hallux,3
HP:0010088 | Curved proximal phalanx of the hallux,3
HP:0010093 | Duplication of the proximal phalanx of the hallux,3
HP:0010090 | Patchy sclerosis of the proximal phalanx of the hallux,4
HP:0010092 | Triangular shaped proximal phalanx of the hallux,3
HP:0010087 | Bullet-shaped proximal phalanx of the hallux,3
HP:0010100 | Complete duplication of hallux phalanx,1
HP:0010101 | Partial duplication of the phalanges of the hallux,1
HP:0010081 | Patchy sclerosis of the distal phalanx of the hallux,3
HP:0100938 | Sclerosis of the middle phalanx of the 5th toe,2
HP:0010199 | Patchy sclerosis of middle toe phalanx,2
HP:0100943 | Sclerosis of the proximal phalanx of the hallux,2
HP:0100935 | Sclerosis of the middle phalanx of the 2nd toe,2
HP:0100937 | Sclerosis of the middle phalanx of the 4th toe,2
HP:0100936 | Sclerosis of the middle phalanx of the 3rd toe,2
HP:0100931 | Sclerosis of the proximal phalanx of the 2nd toe,2
HP:0010208 | Patchy sclerosis of proximal toe phalanx,2
HP:0100932 | Sclerosis of the proximal phalanx of the 3rd toe,2
HP:0100934 | Sclerosis of the proximal phalanx of the 5th toe,2
HP:0100933 | Sclerosis of the proximal phalanx of the 4th toe,2
HP:0100942 | Sclerosis of the distal phalanx of the 5th toe,2
HP:0100941 | Sclerosis of the distal phalanx of the 4th toe,2
HP:0010190 | Patchy sclerosis of distal toe phalanx,2
HP:0100940 | Sclerosis of the distal phalanx of the 3rd toe,2
HP:0100945 | Sclerosis of the 1st metatarsal,1
HP:0007595 | Redundant skin in infancy,1
HP:0007516 | Redundant skin on fingers,1
HP:0007425 | Hyperextensible skin of face,1
HP:0011930 | Hyperextensible skin of chest,1
HP:0001063 | Acrocyanosis,1
HP:0034031 | Facial cyanosis,1
HP:0004471 | Aplasia cutis congenita over the scalp vertex,1
HP:0004476 | Aplasia cutis congenita over parietal area,1
HP:0007504 | Diffuse slow skin atrophy,1
HP:0100268 | Upper lip pit,2
HP:0000196 | Lower lip pit,2
HP:0010817 | Linear nevus sebaceous,1
HP:0007565 | Multiple cafe-au-lait spots,1
HP:0007429 | Few cafe-au-lait spots,1
HP:0010605 | Chalazion,1
HP:0010607 | Hordeolum externum,1
HP:0010608 | Hordeolum internum,1
HP:0007479 | Congenital nonbullous ichthyosiform erythroderma,1
HP:0007475 | Congenital bullous ichthyosiform erythroderma,1
HP:0007542 | Absent pigmentation of the ventral chest,1
HP:0000074 | Ureteropelvic junction obstruction,1
HP:0008714 | Ureterovesical stenosis,1
HP:0033742 | Intrarenal reflux,1
HP:0033737 | Grade III vesicoureteral reflux,1
HP:0033740 | Grade V vesicoureteral reflux,1
HP:0033741 | Grade IV vesicoureteral reflux,1
HP:0033736 | Grade II vesicoureteral reflux,1
HP:0033735 | Grade I vesicoureteral reflux,1
HP:0032623 | Renal intratubular casts,1
HP:0020131 | Abnormal tubular basement membrane morphology,1
HP:0008660 | Renotubular dysgenesis,1
HP:0032599 | Abnormal renal tubular epithelial morphology,1
HP:0032951 | Renal tubular viral cytopathic changes,1
HP:0032950 | Abnormal renal tubular lumen morphology,1
HP:0032628 | Renal intratubular crystals,1
HP:0032589 | Renal lymphocytic tubulitis,1
HP:0032590 | Renal neutrophilic tubulitis,1
HP:0000095 | Abnormal renal glomerulus morphology,1
HP:0031264 | Abnormal Bowman capsule morphology,1
HP:0000125 | Pelvic kidney,1
HP:0004736 | Crossed fused renal ectopia,1
HP:0032947 | Renal medullary interstitial inflammation,1
HP:0032946 | Renal cortical interstitial inflammation,1
HP:0032949 | Renal interstitial calcium phosphate deposits,1
HP:0032616 | Renal interstitial immunoglobulin deposits,1
HP:0032591 | Renal interstitial hemosiderin,1
HP:0032643 | Renal interstitial non-necrotizing granulomas,1
HP:0032642 | Renal interstitial necrotizing granulomas,1
HP:0032636 | Tubulointerstitial viral infiltration,1
HP:0032635 | Tubulointerstitial microganismal infiltration,1
HP:0001970 | Tubulointerstitial nephritis,1
HP:0004734 | Renal cortical microcysts,1
HP:0005564 | Absence of renal corticomedullary differentiation,1
HP:0005565 | Reduced renal corticomedullary differentiation,1
HP:0025362 | Renal medullary pyramid hypoplasia,1
HP:0008672 | Calcium oxalate nephrolithiasis,1
HP:0012580 | Calcium phosphate nephrolithiasis,1
HP:0008651 | Uric acid urolithiasis independent of gout,1
HP:0033860 | Abnormal cortical peritubular capillary morphology,1
HP:0033864 | Abnormal medullary peritubular capillary morphology,1
HP:0033853 | Abnormal arcuate vein morphology,1
HP:0033854 | Abnormal interlobular vein morphology,1
HP:0033837 | Abnormal arcuate artery morphology,1
HP:0033883 | Abnormal cortical radial artery morphology,1
HP:0033895 | Abnormal renal arteriole endothelium morphology,1
HP:0033890 | Abnormal renal arteriole lumen morphology,1
HP:0033892 | Abnormal renal arteriole intima/media morphology,1
HP:0000126 | Hydronephrosis,1
HP:0012583 | Unilateral renal hypoplasia,1
HP:0012584 | Bilateral renal hypoplasia,1
HP:0000122 | Unilateral renal agenesis,1
HP:0010958 | Bilateral renal agenesis,1
HP:0025413 | Fossa navicularis urethral stricture,1
HP:0025414 | Pendulous urethral stricture,1
HP:0025415 | Bulbar urethral stricture,1
HP:0100520 | Oliguria,1
HP:0100519 | Anuria,1
HP:0031040 | Late spermatogenesis maturation arrest,1
HP:0031039 | Early spermatogenesis maturation arrest,1
HP:0011961 | Non-obstructive azoospermia,1
HP:0011963 | Pretesticular azoospermia,1
HP:0011962 | Obstructive azoospermia,1
HP:0030974 | Cryptozoospermia,1
HP:0012858 | Decreased scrotal rugation,1
HP:0012857 | Increased scrotal rugation,1
HP:0030265 | Wide penis,1
HP:0012435 | Ventral shortening of foreskin,1
HP:0001741 | Phimosis,1
HP:0100588 | Paraphimosis,1
HP:0012421 | Congenital absence of foreskin,1
HP:0100624 | Corpus cavernosum sclerosis,1
HP:0000054 | Micropenis,1
HP:0030260 | Microphallus,1
HP:0032077 | Male urethral meatus stenosis,1
HP:4000037 | Congenital hydrocele,1
HP:4000038 | Infantile hydrocele,1
HP:4000036 | Encysted hydrocele of the cord,1
HP:0100673 | Vaginal hydrocele,1
HP:0010468 | Aplasia/Hypoplasia of the testes,1
HP:0000053 | Macroorchidism,1
HP:0010790 | Hyoplasia of the Leydig cells,1
HP:0010791 | Hyperplasia of the Leydig cells,1
HP:0012741 | Unilateral cryptorchidism,1
HP:0008689 | Bilateral cryptorchidism,1
HP:0008697 | Hypoplasia of the fallopian tube,1
HP:0032073 | Aplasia of the fallopian tube,1
HP:0000145 | Transverse vaginal septum,1
HP:0008670 | Partial vaginal septum,1
HP:0008740 | Longitudinal vaginal septum,1
HP:0008726 | Hypoplasia of the vagina,1
HP:0003250 | Aplasia of the vagina,1
HP:0000151 | Aplasia of the uterus,1
HP:0000013 | Hypoplasia of the uterus,1
HP:0030009 | Cervical insufficiency,1
HP:0030008 | Cervical agenesis,1
HP:0030160 | Cervicitis,1
HP:0030158 | Cervical ectropion,1
HP:0030159 | Cervical polyp,1
HP:0032131 | Cervical dysplasia,1
HP:0032241 | Cervical neoplasm,1
HP:0031909 | Unicornuate uterus,1
HP:0100718 | Uterine rupture,1
HP:0030712 | Uterine synechiae,1
HP:0003762 | Uterus didelphys,1
HP:0000813 | Bicornuate uterus,1
HP:0034326 | Adenomyosis,1
HP:0000136 | Bifid uterus,1
HP:0100878 | Enlarged uterus,1
HP:0030126 | Abnormal endometrium morphology,1
HP:0031106 | T-shaped uterus,1
HP:0010462 | Aplasia/Hypoplasia of the ovary,1
HP:0100879 | Enlarged ovaries,1
HP:0000138 | Ovarian cyst,1
HP:0031259 | Oophoritis,1
HP:0034503 | Ovarian torsion,1
HP:0031086 | Ectopic ovary,1
HP:0040253 | Increased size of the clitoris,1
HP:0040254 | Decreased size of the clitoris,1
HP:0000064 | Hypoplastic labia minora,2
HP:0000059 | Hypoplastic labia majora,2
HP:0008729 | Absence of labia majora,1
HP:0012882 | Hyperplastic labia majora,1
HP:0033588 | Labial adhesion,1
HP:0025486 | Fused labia majora,1
HP:0030913 | Exaggerated rugosity of the labia majora,1
HP:0008739 | Labial pseudohypertrophy,1
HP:0008683 | Enlarged labia minora,2
HP:0000063 | Fused labia minora,1
HP:0032562 | Tapered sperm head,1
HP:0012869 | Acephalic spermatozoa,1
HP:0031136 | Decreased acrosin in sperm head,1
HP:0032561 | Microcephalic sperm head,1
HP:0025437 | Macrocephalic sperm head,1
HP:0012205 | Globozoospermia,1
HP:0033525 | Absent sperm axoneme central pair complex,1
HP:0032560 | Coiled sperm flagella,1
HP:0033393 | Irregularly shaped sperm tail,1
HP:0032559 | Short sperm flagella,1
HP:0034309 | Multiflagellar spermatozoa,1
HP:0032558 | Absent sperm flagella,1
HP:0033523 | Abnormal sperm principal piece morphology,1
HP:0008202 | Reduced circulating prolactin concentration,1
HP:0030408 | Pineoblastoma,1
HP:0030407 | Pineocytoma,1
HP:0030071 | Medulloepithelioma,1
HP:0030066 | Ependymoblastoma,1
HP:0011697 | Supraventricular tachycardia with a manifest accessory pathway on the right free wall,1
HP:0011696 | Supraventricular tachycardia with a manifest accessory pathway on the left free wall,1
HP:0011698 | Supraventricular tachycardia with a manifest accessory pathway on the septum,1
HP:0011690 | Permanent junctional reciprocating tachycardia,1
HP:0011693 | Supraventricular tachycardia with a concealed accessory pathway on the septum,1
HP:0011692 | Supraventricular tachycardia with a concealed accessory pathway on the right free wall,1
HP:0011691 | Supraventricular tachycardia with a concealed accessory pathway on the left free wall,1
HP:0031673 | Orthodromic atrioventricular reentrant tachycardia,1
HP:0031674 | Antidromic atrioventricular reentrant tachycardia,1
HP:0011666 | Absent right superior vena cava,1
HP:0033379 | Bilateral superior vena cava,1
HP:0034029 | Hepatic foam cells,1
HP:0003609 | Foam cells with lamellar inclusion bodies,1
HP:0003640 | CNS foam cells,1
HP:0032583 | Renal glomerular foam cells,2
HP:0031682 | Type V atherosclerotic lesion,1
HP:0002635 | Type IV atherosclerotic lesion,1
HP:0031681 | Type III atherosclerotic lesion,1
HP:0031679 | Type I atherosclerotic lesion,1
HP:0031683 | Type VI atherosclerotic lesion,1
HP:0031680 | Type II atherosclerotic lesion,1
HP:0031563 | Coronary arteriovenous fistula,1
HP:0031560 | Coronary cameral fistula,1
HP:0025516 | Coronary-pulmonary artery fistula,1
HP:0031537 | Anomalous origin of the left circumflex artery from the right coronary artery,1
HP:0025506 | Coronary artery sandwich anomaly,1
HP:0031637 | Right coronary artery ostial atresia,1
HP:0011638 | Anomalous origin of left coronary artery from the pulmonary artery,1
HP:0011639 | Anomalous origin of right coronary artery from the pulmonary artery,1
HP:0031638 | Anomalous origin of the left anterior descending artery from the pulmonary artery,1
HP:0010775 | Vascular ring,1
HP:0031055 | Abnormal branching pattern of left aortic arch,1
HP:0011590 | Double aortic arch,1
HP:0012020 | Right aortic arch,1
HP:0011588 | Cervical aortic arch,1
HP:0011589 | Common origin of the right brachiocephalic artery and left common carotid artery,1
HP:0011614 | Interrupted aortic arch type C,1
HP:0011613 | Interrupted aortic arch type B,1
HP:0011612 | Interrupted aortic arch type A,1
HP:0034228 | Proximal aortic arch hypoplasia,1
HP:0034229 | Distal aortic arch hypoplasia,1
HP:0034227 | Aortic isthmus hypoplasia,1
HP:0011647 | Postductal coarctation of the aorta,1
HP:0005151 | Preductal coarctation of the aorta,1
HP:0011646 | Juxtaductal coarctation of the aorta,1
HP:0032090 | Intralamellar aortic medial fibrosis,1
HP:0032091 | Translamellar aortic medial fibrosis,1
HP:0012160 | Intracranial internal carotid artery dissection,1
HP:0031643 | Fusiform ascending tubular aorta aneurysm,1
HP:0011645 | Dilatation of the sinus of Valsalva,1
HP:0012729 | Saccular descending thoracic aortic aneurysm,1
HP:0012728 | Fusiform descending thoracic aortic aneurysm,1
HP:0031646 | Fusiform aortic arch aneurysm,1
HP:0031647 | Saccular aortic arch aneurysm,1
HP:0011678 | Tetralogy of Fallot with pulmonary atresia and major aortopulmonary collateral arteries,1
HP:0031121 | Bicuspid aortic valve with left-noncoronary cusp fusion,1
HP:0031120 | Bicuspid aortic valve with right-noncoronary cusp fusion,1
HP:0031119 | Bicuspid aortic valve with right-left cusp fusion,1
HP:0032126 | Decreased proportion of unswitched memory B cells,2
HP:0032125 | Increased proportion of unswitched memory B cells,1
HP:0030388 | Decreased proportion of class-switched memory B cells,2
HP:0030387 | Increased proportion of class-switched memory B cells,2
HP:0030384 | Decreased proportion of marginal zone B cells,1
HP:0030385 | Increased proportion of marginal zone B cells,1
HP:0410377 | Decreased proportion of naive CD8 T cells,1
HP:0410376 | Increased proportion of naive CD8 T cells,1
HP:0410375 | Increased proportion of naive CD4 T cells,3
HP:0410378 | Decreased proportion of naive CD4 T cells,1
"HP:0410384 | Abnormal proportion of central memory CD8-positive, alpha-beta T cells",1
"HP:0410383 | Abnormal proportion of effector memory CD8-positive, alpha-beta T cells",1
"HP:0410392 | Increased proportion of CD8-positive, alpha-beta memory T cells",2
"HP:0020177 | Abnormal proportion of CD8-positive, alpha-beta TEMRA T cells",1
HP:0025624 | Reduced proportion of CD4+ effector memory T cells,2
HP:0025625 | Elevated proportion of CD4+ effector memory T cells,2
