#disease-db	disease-identifier	disease-name	negation	HPO-ID	reference	evidence-code	onset	frequencyHPO	modifier	sub-ontology	alt-names	curators	frequencyRaw	sex
ORPHA	100999	Autosomal dominant spastic paraplegia type 19	NOT	HP:0003457	ORPHA:100999	TAS		HP:0040285		P		orphadata	-	-
ORPHA	101016	Romano-Ward syndrome	NOT	HP:0000365	ORPHA:101016	TAS		HP:0040285		P		orphadata	-	-
ORPHA	101046	Autosomal dominant epilepsy with auditory features	NOT	HP:0001249	ORPHA:101046	TAS		HP:0040285		P		orphadata	-	-
ORPHA	101046	Autosomal dominant epilepsy with auditory features	NOT	HP:0410263	ORPHA:101046	TAS		HP:0040285		P		orphadata	-	-
ORPHA	101097	Autosomal recessive Charcot-Marie-Tooth disease with hoarseness	NOT	HP:0000762	ORPHA:101097	TAS		HP:0040285		P		orphadata	-	-
ORPHA	101112	Spinocerebellar ataxia type 26	NOT	HP:0001250	ORPHA:101112	TAS		HP:0040285		P		orphadata	-	-
ORPHA	101112	Spinocerebellar ataxia type 26	NOT	HP:0002380	ORPHA:101112	TAS		HP:0040285		P		orphadata	-	-
ORPHA	101112	Spinocerebellar ataxia type 26	NOT	HP:0003470	ORPHA:101112	TAS		HP:0040285		P		orphadata	-	-
ORPHA	101112	Spinocerebellar ataxia type 26	NOT	HP:0003474	ORPHA:101112	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1159	Progressive pseudorheumatoid arthropathy of childhood	NOT	HP:0002923	ORPHA:1159	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1159	Progressive pseudorheumatoid arthropathy of childhood	NOT	HP:0025021	ORPHA:1159	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1159	Progressive pseudorheumatoid arthropathy of childhood	NOT	HP:0032436	ORPHA:1159	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1177	Early-onset cerebellar ataxia with retained tendon reflexes	NOT	HP:0000648	ORPHA:1177	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1177	Early-onset cerebellar ataxia with retained tendon reflexes	NOT	HP:0000819	ORPHA:1177	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1177	Early-onset cerebellar ataxia with retained tendon reflexes	NOT	HP:0001638	ORPHA:1177	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1177	Early-onset cerebellar ataxia with retained tendon reflexes	NOT	HP:0005775	ORPHA:1177	TAS		HP:0040285		P		orphadata	-	-
ORPHA	137605	Legius syndrome	NOT	HP:0001067	ORPHA:137605	TAS		HP:0040285		P		orphadata	-	-
ORPHA	137605	Legius syndrome	NOT	HP:0009734	ORPHA:137605	TAS		HP:0040285		P		orphadata	-	-
ORPHA	137605	Legius syndrome	NOT	HP:0009737	ORPHA:137605	TAS		HP:0040285		P		orphadata	-	-
ORPHA	137605	Legius syndrome	NOT	HP:0100006	ORPHA:137605	TAS		HP:0040285		P		orphadata	-	-
ORPHA	137605	Legius syndrome	NOT	HP:0100252	ORPHA:137605	TAS		HP:0040285		P		orphadata	-	-
ORPHA	139414	Congenital panfollicular nevus	NOT	HP:0000989	ORPHA:139414	TAS		HP:0040285		P		orphadata	-	-
ORPHA	139414	Congenital panfollicular nevus	NOT	HP:0012531	ORPHA:139414	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1401	CHAND syndrome	NOT	HP:0001270	ORPHA:1401	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1401	CHAND syndrome	NOT	HP:0200041	ORPHA:1401	TAS		HP:0040285		P		orphadata	-	-
ORPHA	140933	Linear atrophoderma of Moulin	NOT	HP:0000989	ORPHA:140933	TAS		HP:0040285		P		orphadata	-	-
ORPHA	140933	Linear atrophoderma of Moulin	NOT	HP:0011123	ORPHA:140933	TAS		HP:0040285		P		orphadata	-	-
ORPHA	140933	Linear atrophoderma of Moulin	NOT	HP:0030053	ORPHA:140933	TAS		HP:0040285		P		orphadata	-	-
ORPHA	140933	Linear atrophoderma of Moulin	NOT	HP:0100324	ORPHA:140933	TAS		HP:0040285		P		orphadata	-	-
ORPHA	141179	Non-involuting congenital hemangioma	NOT	HP:0012329	ORPHA:141179	TAS		HP:0040285		P		orphadata	-	-
ORPHA	141184	Rapidly involuting congenital hemangioma	NOT	HP:0012329	ORPHA:141184	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1427	Otospondylomegaepiphyseal dysplasia	NOT	HP:0000518	ORPHA:1427	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1427	Otospondylomegaepiphyseal dysplasia	NOT	HP:0000541	ORPHA:1427	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1427	Otospondylomegaepiphyseal dysplasia	NOT	HP:0007964	ORPHA:1427	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1427	Otospondylomegaepiphyseal dysplasia	NOT	HP:0011003	ORPHA:1427	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1435	Xq21 microdeletion syndrome	NOT	HP:0000863	ORPHA:1435	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1435	Xq21 microdeletion syndrome	NOT	HP:0010625	ORPHA:1435	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1435	Xq21 microdeletion syndrome	NOT	HP:0011748	ORPHA:1435	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1457	Aorta coarctation	NOT	HP:0005295	ORPHA:1457	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1457	Aorta coarctation	NOT	HP:0011611	ORPHA:1457	TAS		HP:0040285		P		orphadata	-	-
ORPHA	157835	Paroxysmal hemicrania	NOT	HP:0012199	ORPHA:157835	TAS		HP:0040285		P		orphadata	-	-
ORPHA	157835	Paroxysmal hemicrania	NOT	HP:0100661	ORPHA:157835	TAS		HP:0040285		P		orphadata	-	-
ORPHA	157991	Generalized eruptive histiocytosis	NOT	HP:0002716	ORPHA:157991	TAS		HP:0040285		P		orphadata	-	-
ORPHA	157991	Generalized eruptive histiocytosis	NOT	HP:0031871	ORPHA:157991	TAS		HP:0040285		P		orphadata	-	-
ORPHA	158008	Papular xanthoma	NOT	HP:0003077	ORPHA:158008	TAS		HP:0040285		P		orphadata	-	-
ORPHA	158025	Hereditary progressive mucinous histiocytosis	NOT	HP:0002716	ORPHA:158025	TAS		HP:0040285		P		orphadata	-	-
ORPHA	158025	Hereditary progressive mucinous histiocytosis	NOT	HP:0031871	ORPHA:158025	TAS		HP:0040285		P		orphadata	-	-
ORPHA	158676	Localized dystrophic epidermolysis bullosa, nails only	NOT	HP:0001030	ORPHA:158676	TAS		HP:0040285		P		orphadata	-	-
ORPHA	158676	Localized dystrophic epidermolysis bullosa, nails only	NOT	HP:0008066	ORPHA:158676	TAS		HP:0040285		P		orphadata	-	-
ORPHA	158676	Localized dystrophic epidermolysis bullosa, nails only	NOT	HP:0011121	ORPHA:158676	TAS		HP:0040285		P		orphadata	-	-
ORPHA	158681	Epidermolysis bullosa simplex with circinate migratory erythema	NOT	HP:0000478	ORPHA:158681	TAS		HP:0040285		P		orphadata	-	-
ORPHA	158681	Epidermolysis bullosa simplex with circinate migratory erythema	NOT	HP:0000972	ORPHA:158681	TAS		HP:0040285		P		orphadata	-	-
ORPHA	158681	Epidermolysis bullosa simplex with circinate migratory erythema	NOT	HP:0008404	ORPHA:158681	TAS		HP:0040285		P		orphadata	-	-
ORPHA	158681	Epidermolysis bullosa simplex with circinate migratory erythema	NOT	HP:0200097	ORPHA:158681	TAS		HP:0040285		P		orphadata	-	-
ORPHA	167635	Scleromyxedema	NOT	HP:0002926	ORPHA:167635	TAS		HP:0040285		P		orphadata	-	-
ORPHA	168984	CLAPO syndrome	NOT	HP:0001249	ORPHA:168984	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171	Primary sclerosing cholangitis	NOT	HP:0001879	ORPHA:171	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171	Primary sclerosing cholangitis	NOT	HP:0005429	ORPHA:171	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171	Primary sclerosing cholangitis	NOT	HP:0011034	ORPHA:171	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171	Primary sclerosing cholangitis	NOT	HP:0100727	ORPHA:171	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171433	Intermediate nemaline myopathy	NOT	HP:0001638	ORPHA:171433	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171439	Childhood-onset nemaline myopathy	NOT	HP:0007010	ORPHA:171439	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171442	Adult-onset nemaline myopathy	NOT	HP:0007010	ORPHA:171442	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171612	Autosomal dominant spastic paraplegia type 37	NOT	HP:0001250	ORPHA:171612	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171612	Autosomal dominant spastic paraplegia type 37	NOT	HP:0002921	ORPHA:171612	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171612	Autosomal dominant spastic paraplegia type 37	NOT	HP:0003457	ORPHA:171612	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171612	Autosomal dominant spastic paraplegia type 37	NOT	HP:0012898	ORPHA:171612	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171617	Autosomal dominant spastic paraplegia type 38	NOT	HP:0000020	ORPHA:171617	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171617	Autosomal dominant spastic paraplegia type 38	NOT	HP:0000726	ORPHA:171617	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171617	Autosomal dominant spastic paraplegia type 38	NOT	HP:0001250	ORPHA:171617	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171617	Autosomal dominant spastic paraplegia type 38	NOT	HP:0002921	ORPHA:171617	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171617	Autosomal dominant spastic paraplegia type 38	NOT	HP:0009049	ORPHA:171617	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171617	Autosomal dominant spastic paraplegia type 38	NOT	HP:0012898	ORPHA:171617	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171863	Autosomal dominant spastic paraplegia type 42	NOT	HP:0001250	ORPHA:171863	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171863	Autosomal dominant spastic paraplegia type 42	NOT	HP:0002921	ORPHA:171863	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171863	Autosomal dominant spastic paraplegia type 42	NOT	HP:0003457	ORPHA:171863	TAS		HP:0040285		P		orphadata	-	-
ORPHA	171863	Autosomal dominant spastic paraplegia type 42	NOT	HP:0012898	ORPHA:171863	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1724	Mosaic trisomy 20	NOT	HP:0001249	ORPHA:1724	TAS		HP:0040285		P		orphadata	-	-
ORPHA	178400	Distal myopathy with anterior tibial onset	NOT	HP:0000467	ORPHA:178400	TAS		HP:0040285		P		orphadata	-	-
ORPHA	178400	Distal myopathy with anterior tibial onset	NOT	HP:0003474	ORPHA:178400	TAS		HP:0040285		P		orphadata	-	-
ORPHA	178400	Distal myopathy with anterior tibial onset	NOT	HP:0003805	ORPHA:178400	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1942	Myoclonic-astatic epilepsy	NOT	HP:0011097	ORPHA:1942	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1991	Cleft lip with or without cleft palate	NOT	HP:0000161	ORPHA:1991	TAS		HP:0040285		P		orphadata	-	-
ORPHA	1991	Cleft lip with or without cleft palate	NOT	HP:0008501	ORPHA:1991	TAS		HP:0040285		P		orphadata	-	-
ORPHA	199241	Pulmonary capillary hemangiomatosis	NOT	HP:0003493	ORPHA:199241	TAS		HP:0040285		P		orphadata	-	-
ORPHA	199241	Pulmonary capillary hemangiomatosis	NOT	HP:0032230	ORPHA:199241	TAS		HP:0040285		P		orphadata	-	-
ORPHA	199296	Congenital isolated ACTH deficiency	NOT	HP:0002153	ORPHA:199296	TAS		HP:0040285		P		orphadata	-	-
ORPHA	199299	Late-onset isolated ACTH deficiency	NOT	HP:0002153	ORPHA:199299	TAS		HP:0040285		P		orphadata	-	-
ORPHA	199310	Tetragametic chimerism	NOT	HP:0001263	ORPHA:199310	TAS		HP:0040285		P		orphadata	-	-
ORPHA	199354	Cerebral autosomal recessive arteriopathy-subcortical infarcts-leukoencephalopathy	NOT	HP:0003657	ORPHA:199354	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2056	Essential fructosuria	NOT	HP:0003074	ORPHA:2056	TAS		HP:0040285		P		orphadata	-	-
ORPHA	206546	Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers	NOT	HP:0002380	ORPHA:206546	TAS		HP:0040285		P		orphadata	-	-
ORPHA	206546	Symptomatic form of muscular dystrophy of Duchenne and Becker in female carriers	NOT	HP:0003409	ORPHA:206546	TAS		HP:0040285		P		orphadata	-	-
ORPHA	206599	Isolated asymptomatic elevation of creatine phosphokinase	NOT	HP:0000118	ORPHA:206599	TAS		HP:0040285		P		orphadata	-	-
ORPHA	206599	Isolated asymptomatic elevation of creatine phosphokinase	NOT	HP:0003198	ORPHA:206599	TAS		HP:0040285		P		orphadata	-	-
ORPHA	206599	Isolated asymptomatic elevation of creatine phosphokinase	NOT	HP:0008331	ORPHA:206599	TAS		HP:0040285		P		orphadata	-	-
ORPHA	208444	Bilateral frontal polymicrogyria	NOT	HP:0002200	ORPHA:208444	TAS		HP:0040285		P		orphadata	-	-
ORPHA	209919	Idiopathic copper-associated cirrhosis	NOT	HP:0010837	ORPHA:209919	TAS		HP:0040285		P		orphadata	-	-
ORPHA	209956	Idiopathic uveal effusion syndrome	NOT	HP:0012632	ORPHA:209956	TAS		HP:0040285		P		orphadata	-	-
ORPHA	210110	Intermediate osteopetrosis	NOT	HP:0001873	ORPHA:210110	TAS		HP:0040285		P		orphadata	-	-
ORPHA	210110	Intermediate osteopetrosis	NOT	HP:0002901	ORPHA:210110	TAS		HP:0040285		P		orphadata	-	-
ORPHA	210272	Mal de débarquement	NOT	HP:0001751	ORPHA:210272	TAS		HP:0040285		P		orphadata	-	-
ORPHA	210272	Mal de débarquement	NOT	HP:0410263	ORPHA:210272	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2131	Alternating hemiplegia of childhood	NOT	HP:0002353	ORPHA:2131	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2131	Alternating hemiplegia of childhood	NOT	HP:0410263	ORPHA:2131	TAS		HP:0040285		P		orphadata	-	-
ORPHA	217059	Isolated congenital digital clubbing	NOT	HP:0000951	ORPHA:217059	TAS		HP:0040285		P		orphadata	-	-
ORPHA	217059	Isolated congenital digital clubbing	NOT	HP:0000975	ORPHA:217059	TAS		HP:0040285		P		orphadata	-	-
ORPHA	217059	Isolated congenital digital clubbing	NOT	HP:0002653	ORPHA:217059	TAS		HP:0040285		P		orphadata	-	-
ORPHA	217059	Isolated congenital digital clubbing	NOT	HP:0002829	ORPHA:217059	TAS		HP:0040285		P		orphadata	-	-
ORPHA	217607	Familial dilated cardiomyopathy	NOT	HP:0001677	ORPHA:217607	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2177	Hydranencephaly	NOT	HP:0000504	ORPHA:2177	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2177	Hydranencephaly	NOT	HP:0001265	ORPHA:2177	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2177	Hydranencephaly	NOT	HP:0010653	ORPHA:2177	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2197	Idiopathic hypercalciuria	NOT	HP:0003529	ORPHA:2197	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2197	Idiopathic hypercalciuria	NOT	HP:0004363	ORPHA:2197	TAS		HP:0040285		P		orphadata	-	-
ORPHA	220460	Attenuated familial adenomatous polyposis	NOT	HP:0007649	ORPHA:220460	TAS		HP:0040285		P		orphadata	-	-
ORPHA	221016	Rothmund-Thomson syndrome type 2	NOT	HP:0001249	ORPHA:221016	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2257	Primary pulmonary hypoplasia	NOT	HP:0032094	ORPHA:2257	TAS		HP:0040285		P		orphadata	-	-
ORPHA	226307	Hypothyroidism due to deficient transcription factors involved in pituitary development or function	NOT	HP:0011437	ORPHA:226307	TAS		HP:0040285		P		orphadata	-	-
ORPHA	226307	Hypothyroidism due to deficient transcription factors involved in pituitary development or function	NOT	HP:0025483	ORPHA:226307	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2269	Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	NOT	HP:0000135	ORPHA:2269	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2269	Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	NOT	HP:0000707	ORPHA:2269	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2269	Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	NOT	HP:0001103	ORPHA:2269	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2269	Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	NOT	HP:0001250	ORPHA:2269	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2269	Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	NOT	HP:0001257	ORPHA:2269	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2269	Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	NOT	HP:0002063	ORPHA:2269	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2269	Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	NOT	HP:0010550	ORPHA:2269	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2269	Ichthyosis-alopecia-eclabion-ectropion-intellectual disability syndrome	NOT	HP:0030182	ORPHA:2269	TAS		HP:0040285		P		orphadata	-	-
ORPHA	227982	Autoimmune polyendocrinopathy type 3	NOT	HP:0002728	ORPHA:227982	TAS		HP:0040285		P		orphadata	-	-
ORPHA	227982	Autoimmune polyendocrinopathy type 3	NOT	HP:0008207	ORPHA:227982	TAS		HP:0040285		P		orphadata	-	-
ORPHA	227990	Autoimmune polyendocrinopathy type 4	NOT	HP:0000872	ORPHA:227990	TAS		HP:0040285		P		orphadata	-	-
ORPHA	227990	Autoimmune polyendocrinopathy type 4	NOT	HP:0002728	ORPHA:227990	TAS		HP:0040285		P		orphadata	-	-
ORPHA	227990	Autoimmune polyendocrinopathy type 4	NOT	HP:0008207	ORPHA:227990	TAS		HP:0040285		P		orphadata	-	-
ORPHA	227990	Autoimmune polyendocrinopathy type 4	NOT	HP:0100647	ORPHA:227990	TAS		HP:0040285		P		orphadata	-	-
ORPHA	228190	Patent ductus arteriosus-bicuspid aortic valve-hand anomalies syndrome	NOT	HP:0000271	ORPHA:228190	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2306	Isotretinoin-like syndrome	NOT	HP:0001888	ORPHA:2306	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2306	Isotretinoin-like syndrome	NOT	HP:0002901	ORPHA:2306	TAS		HP:0040285		P		orphadata	-	-
ORPHA	231445	Paraparetic variant of Guillain-Barré syndrome	NOT	HP:0002839	ORPHA:231445	TAS		HP:0040285		P		orphadata	-	-
ORPHA	231632	Ectopic aldosterone-producing tumor	NOT	HP:0008256	ORPHA:231632	TAS		HP:0040285		P		orphadata	-	-
ORPHA	239	Dyggve-Melchior-Clausen disease	NOT	HP:0000365	ORPHA:239	TAS		HP:0040285		P		orphadata	-	-
ORPHA	239	Dyggve-Melchior-Clausen disease	NOT	HP:0007957	ORPHA:239	TAS		HP:0040285		P		orphadata	-	-
ORPHA	239	Dyggve-Melchior-Clausen disease	NOT	HP:0012379	ORPHA:239	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2399	Nasopalpebral lipoma-coloboma syndrome	NOT	HP:0002011	ORPHA:2399	TAS		HP:0040285		P		orphadata	-	-
ORPHA	240085	Progressive supranuclear palsy-parkinsonism syndrome	NOT	HP:0000739	ORPHA:240085	TAS		HP:0040285		P		orphadata	-	-
ORPHA	240094	Progressive supranuclear palsy-pure akinesia with gait freezing syndrome	NOT	HP:0000511	ORPHA:240094	TAS		HP:0040285		P		orphadata	-	-
ORPHA	240094	Progressive supranuclear palsy-pure akinesia with gait freezing syndrome	NOT	HP:0000570	ORPHA:240094	TAS		HP:0040285		P		orphadata	-	-
ORPHA	240094	Progressive supranuclear palsy-pure akinesia with gait freezing syndrome	NOT	HP:0001337	ORPHA:240094	TAS		HP:0040285		P		orphadata	-	-
ORPHA	240094	Progressive supranuclear palsy-pure akinesia with gait freezing syndrome	NOT	HP:0002063	ORPHA:240094	TAS		HP:0040285		P		orphadata	-	-
ORPHA	240094	Progressive supranuclear palsy-pure akinesia with gait freezing syndrome	NOT	HP:0002067	ORPHA:240094	TAS		HP:0040285		P		orphadata	-	-
ORPHA	240094	Progressive supranuclear palsy-pure akinesia with gait freezing syndrome	NOT	HP:0002068	ORPHA:240094	TAS		HP:0040285		P		orphadata	-	-
ORPHA	240103	Progressive supranuclear palsy-corticobasal syndrome	NOT	HP:0000743	ORPHA:240103	TAS		HP:0040285		P		orphadata	-	-
ORPHA	243	46,XX gonadal dysgenesis	NOT	HP:0000062	ORPHA:243	TAS		HP:0040285		P		orphadata	-	-
ORPHA	247798	MUTYH-related attenuated familial adenomatous polyposis	NOT	HP:0100245	ORPHA:247798	TAS		HP:0040285		P		orphadata	-	-
ORPHA	247815	Autosomal recessive ataxia due to PEX10 deficiency	NOT	HP:0000657	ORPHA:247815	TAS		HP:0040285		P		orphadata	-	-
ORPHA	247815	Autosomal recessive ataxia due to PEX10 deficiency	NOT	HP:0001263	ORPHA:247815	TAS		HP:0040285		P		orphadata	-	-
ORPHA	251274	Familial hyperaldosteronism type III	NOT	HP:0011739	ORPHA:251274	TAS		HP:0040285		P		orphadata	-	-
ORPHA	251282	Autosomal dominant spastic ataxia type 1	NOT	HP:0001250	ORPHA:251282	TAS		HP:0040285		P		orphadata	-	-
ORPHA	251282	Autosomal dominant spastic ataxia type 1	NOT	HP:0002921	ORPHA:251282	TAS		HP:0040285		P		orphadata	-	-
ORPHA	251282	Autosomal dominant spastic ataxia type 1	NOT	HP:0003700	ORPHA:251282	TAS		HP:0040285		P		orphadata	-	-
ORPHA	251383	CK syndrome	NOT	HP:0003107	ORPHA:251383	TAS		HP:0040285		P		orphadata	-	-
ORPHA	252164	Benign schwannoma	NOT	HP:0100697	ORPHA:252164	TAS		HP:0040285		P		orphadata	-	-
ORPHA	252183	Neurofibroma	NOT	HP:0000995	ORPHA:252183	TAS		HP:0040285		P		orphadata	-	-
ORPHA	252183	Neurofibroma	NOT	HP:0010609	ORPHA:252183	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2524	Pontocerebellar hypoplasia type 2	NOT	HP:0001999	ORPHA:2524	TAS		HP:0040285		P		orphadata	-	-
ORPHA	254361	Plectin-related limb-girdle muscular dystrophy R17	NOT	HP:0000951	ORPHA:254361	TAS		HP:0040285		P		orphadata	-	-
ORPHA	254361	Plectin-related limb-girdle muscular dystrophy R17	NOT	HP:0030208	ORPHA:254361	TAS		HP:0040285		P		orphadata	-	-
ORPHA	254704	Genetic hyperferritinemia without iron overload	NOT	HP:0012465	ORPHA:254704	TAS		HP:0040285		P		orphadata	-	-
ORPHA	254704	Genetic hyperferritinemia without iron overload	NOT	HP:0040130	ORPHA:254704	TAS		HP:0040285		P		orphadata	-	-
ORPHA	254704	Genetic hyperferritinemia without iron overload	NOT	HP:0040135	ORPHA:254704	TAS		HP:0040285		P		orphadata	-	-
ORPHA	254875	Mitochondrial DNA depletion syndrome, myopathic form	NOT	HP:0100543	ORPHA:254875	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2563	MOMO syndrome	NOT	HP:0000820	ORPHA:2563	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2590	Spinal muscular atrophy-progressive myoclonic epilepsy syndrome	NOT	HP:0001371	ORPHA:2590	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2590	Spinal muscular atrophy-progressive myoclonic epilepsy syndrome	NOT	HP:0001433	ORPHA:2590	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2590	Spinal muscular atrophy-progressive myoclonic epilepsy syndrome	NOT	HP:0001609	ORPHA:2590	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2590	Spinal muscular atrophy-progressive myoclonic epilepsy syndrome	NOT	HP:0200036	ORPHA:2590	TAS		HP:0040285		P		orphadata	-	-
ORPHA	261	Emery-Dreifuss muscular dystrophy	NOT	HP:0001249	ORPHA:261	TAS		HP:0040285		P		orphadata	-	-
ORPHA	26137	Juvenile temporal arteritis	NOT	HP:0002633	ORPHA:26137	TAS		HP:0040285		P		orphadata	-	-
ORPHA	26137	Juvenile temporal arteritis	NOT	HP:0002637	ORPHA:26137	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2619	Brachydactylous dwarfism, Mseleni type	NOT	HP:0002960	ORPHA:2619	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2619	Brachydactylous dwarfism, Mseleni type	NOT	HP:0012649	ORPHA:2619	TAS		HP:0040285		P		orphadata	-	-
ORPHA	263297	Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency	NOT	HP:0000819	ORPHA:263297	TAS		HP:0040285		P		orphadata	-	-
ORPHA	263297	Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency	NOT	HP:0000821	ORPHA:263297	TAS		HP:0040285		P		orphadata	-	-
ORPHA	263297	Glycogen storage disease with severe cardiomyopathy due to glycogenin deficiency	NOT	HP:0040081	ORPHA:263297	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2688	Adult idiopathic neutropenia	NOT	HP:0003453	ORPHA:2688	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2688	Adult idiopathic neutropenia	NOT	HP:0011991	ORPHA:2688	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2752	Orofaciodigital syndrome type 3	NOT	HP:0001626	ORPHA:2752	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2752	Orofaciodigital syndrome type 3	NOT	HP:0010719	ORPHA:2752	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2752	Orofaciodigital syndrome type 3	NOT	HP:0011842	ORPHA:2752	TAS		HP:0040285		P		orphadata	-	-
ORPHA	275766	Idiopathic pulmonary arterial hypertension	NOT	HP:0003549	ORPHA:275766	TAS		HP:0040285		P		orphadata	-	-
ORPHA	275766	Idiopathic pulmonary arterial hypertension	NOT	HP:0004870	ORPHA:275766	TAS		HP:0040285		P		orphadata	-	-
ORPHA	276193	Spinocerebellar ataxia type 35	NOT	HP:0000602	ORPHA:276193	TAS		HP:0040285		P		orphadata	-	-
ORPHA	276193	Spinocerebellar ataxia type 35	NOT	HP:0000639	ORPHA:276193	TAS		HP:0040285		P		orphadata	-	-
ORPHA	276193	Spinocerebellar ataxia type 35	NOT	HP:0009830	ORPHA:276193	TAS		HP:0040285		P		orphadata	-	-
ORPHA	276399	Familial multinodular goiter	NOT	HP:0000836	ORPHA:276399	TAS		HP:0040285		P		orphadata	-	-
ORPHA	276435	Lower motor neuron syndrome with late-adult onset	NOT	HP:0002493	ORPHA:276435	TAS		HP:0040285		P		orphadata	-	-
ORPHA	280234	Null syndrome	NOT	HP:0000639	ORPHA:280234	TAS		HP:0040285		P		orphadata	-	-
ORPHA	280651	Acrodysostosis with multiple hormone resistance	NOT	HP:0003456	ORPHA:280651	TAS		HP:0040285		P		orphadata	-	-
ORPHA	2834	Wrinkly skin syndrome	NOT	HP:0002097	ORPHA:2834	TAS		HP:0040285		P		orphadata	-	-
ORPHA	284324	Childhood-onset autosomal recessive slowly progressive spinocerebellar ataxia	NOT	HP:0001250	ORPHA:284324	TAS		HP:0040285		P		orphadata	-	-
