Id;Phenotype;Def
HP:0033567;Right axis deviation;A kind of abnormal ventricular axis in the EKG whereby the QRS axis falls between +90 degrees and 180 degrees, or beyond +100 degrees if the adult range is used. [PMID:29262101]
HP:0033568;Left axis deviation;A kind of abnormal ventricular axis in the EKG whereby the QRS axis falls between -30 degrees and -90 degrees. [PMID:29262101]
HP:0033569;Extreme axis deviation;A kind of abnormal ventricular axis in the EKG whereby the QRS axis fall sbetween -90 degrees and 180 degrees. In this case, the ventricular vector is directed upward and to the right. [PMID:29262101]
HP:0033570;Indeterminate ventricular axis;A kind of abnormal ventricular axis in the EKG whereby the QRS complex is isoelectric or equiphasic in all leads with no dominant QRS deflection. [PMID:29262101]
HP:0033571;Peripheral lung neovascularity;The presence of small, tortuous, micronodular, serpiginous intrapulmonary vessels often in the subpleural lung or in proximity to centrilobular arterioles, coursing in directions inconsistent with known arteriolar anatomy. [ORCID:0000-0002-4095-8489, PMID:16267251]
HP:0033572;Anti-H1 antibody positivity;The presence of autoantibodies in the blood circulation that react against histone H1. [ORCID:0000-0002-4095-8489]
HP:0033573;Anti-H4 antibody positivity;The presence of autoantibodies in the blood circulation that react against histone H4. [ORCID:0000-0002-4095-8489]
HP:0033574;Anti-H3 antibody positivity;The presence of autoantibodies in the blood circulation that react against histone H3. [ORCID:0000-0002-4095-8489]
HP:0033575;Anti-H2A antibody positivity;The presence of autoantibodies in the blood circulation that react against histone H2A. [ORCID:0000-0002-4095-8489]
HP:0033576;Anti-H2B antibody positivity;The presence of autoantibodies in the blood circulation that react against histone H2B. [ORCID:0000-0002-4095-8489]
HP:0033577;In situ pulmonary artery thrombosis;Localized thrombosis in pulmonary arteries frequently found in patients with idiopathic and hereditary pulmonary arterial hypertension and pulmonary arterial hypertension associated with congenital heart disease. [ORCID:0000-0002-4095-8489, PMID:15194174, PMID:15194175, PMID:16899857, PMID:6148159]
HP:0033579;Decreased growth hormone responses to growth hormone-releasing hormone challenge;Insufficient growth hormone secretion following administration of growth hormone-releasing hormone. [PMID:21651393]
HP:0033580;Compound motor action potential abnormality;An abnormal finding in a compound motor action potential measurement in EMG. Nerve conduction studies involve the application of a depolarising square wave electrical pulses to the skin over a peripheral nerve producing: (1) a propagated nerve action potential (NAP) recorded at a distant point over the same nerve: and (2) a compound muscle action potential (CMAP) arising from the activation of muscle fibres in a target muscle supplied by the nerve. In both cases these may be recorded with surface or needle electrodes. The CMAP is a summated voltage response from the individual muscle fibre action potentials. The shortest latency of the CMAP is the time from stimulus artefact to onset of the response and is a biphasic response with an initial upward deflection followed by a smaller downward deflection. The CMAP amplitude is measured from baseline to negative peak (the neurophysiological convention is that negative voltage is demonstrated by an upward deflection) and measured in millivolts (mV). [PMID:15961865, PMID:26744834]
HP:0033581;Absent peripheral lymph nodes in presence of infection;The absence of any palpable lymph nodes in the presence of symptoms suggesting infection in that drainage area should raise suspicion for immunodeficiency diseases. []
HP:0033583;Follicular bronchiolitis;Follicular bronchiolitis is a polyclonal hyperplasia of bronchiolar associated lymphoid tissue characterized by the is characterized by the development of lymphoid follicles with germinal centers in walls of the small airways. [LMU:mgriese, PMID:32040879, PMID:32047693]
HP:0033585;Fibrotic non-specific interstitial pneumonia;A type of non-specific interstitial pneumonia in which interstitial thickening is due to uniform dense or loose fibrosis and mild chronic inflammation. [LMU:mgriese, PMID:30085516rdfs\:comment]
HP:0033586;Cellular non-specific interstitial pneumonia;A type of non-specific interstitial pneumonia in which interstitial thickening is mainly due to infiltration of inflammatory cells and type II pneumocyte hyperplasia. [LMU:mgriese]
HP:0033588;Labial adhesion;Synechia vulvae (adhesions of the labia minora) are characterized by a complete or partial fusion of the labia minora in the midline. [PMID:17364294, PMID:29262197]
HP:0033589;Flatulence;Passage of excessive amounts of gas and the feeling of abdominal fullness and bloating. [PMID:27275398]
HP:0033590;Inguinal abscess;A circumscribed area of pus or necrotic debris in the groin (inguinal region). [PMID:23537455]
HP:0033591;Staghorn calculus;Large branching stones that fill part of all of the renal pelvis and renal calyces and they can be complete or partial depending on the level of occupancy of the collecting system. [PMID:29658394]
HP:0033592;Anti-H3-H4 antibody positivity;The presence of autoantibodies in the blood circulation that react against the H3-H4 histone dimer. [ORCID:0000-0002-4095-8489, PMID:1864977, PMID:3874029, PMID:7986226]
HP:0033593;Anti-H2A-H2B antibody positivity;The presence of autoantibodies in the blood circulation that react against the H2A-H2B histone dimer. [ORCID:0000-0002-4095-8489, PMID:7986226]
HP:0033594;Elevated urinary 7-biopterin level;An abnormally increased amount of 7-biopterin in the urine. [PMID:9585615]
HP:0033595;Elevated circulating globotriaosylceramide concentration;Increased concentration of globotriaosylceramide (Gb3) in the blood circulation. Globotriaosylceramide, also named ceramidetrihexoside, is the primary lipid storage in Fabry disease. [PMID:17073606]
HP:0033596;Elevated urinary 3-methylcrotonylglycine level;An abnormally increased amount of 3-methylcrotonylglycine in the urine. []
HP:0033597;Decreased mucosal sucrase-isomaltase activity;Reduced activity of the linked disaccharidase, sucrase-isomaltase, which is a glycoprotein localized to the brush border membrane of small intestinal villi. [PMID:16329100]
HP:0033599;Glomerular amyloid subepithelial deposits;A type of fibrillar glomerular subepithelial deposit characterized by extracellular aggregates composed of fine, randomly oriented, non-branching fibrils 8-12 nm in diameter, often forming a cottony mass. This feature is associated with a prominent glomerular basement membrane (GBM) reflecting an diffuse and relativly uniform increase in thickness (subjective estimate). [KPMP:arosenberg, PMID:25852856]
HP:0033600;Fibrillary glomerular subepithelial deposits;A type of fibrillar glomerular subepithelial deposit characterized by extracellular aggregates of randomly arranged, straight, non-branching fibrils that are thicker than amyloid fibrils (average diameter about 20 nm) and are often admixed with smudgy, electron-dense material. This feature is associated with a prominent glomerular basement membrane (GBM) reflecting an diffuse and relativly uniform increase in thickness (subjective estimate). [KPMP:arosenberg, PMID:32866505]
HP:0033601;Glomerular subepithelial immune-complex deposits;A type of glomerular subepithelial deposit characterized by finely granular material deposited between the outer (epithelial) aspect of the glomerular basement membrane (GBM) and the visceral epithelial cell, with varying degrees of incorporation into the GBM and corresponding to immunoglobulin and/or complement by immunofluorescence/immunohistochemistry. This feature is associated with a prominent GBM reflecting an diffuse and relativly uniform increase in thickness (subjective estimate). [KPMP:arosenberg, PMID:32866505]
HP:0033602;Glomerular hyaline subepithelial deposits;A type of glomerular subepithelial deposit characterized by a moderately electron-dense, generally homogenous, amorphous-appearing extracellular material located between the outer (epithelial) aspect of the glomerular basement membrane (GBM) and the visceral epithelial cell, with varying degrees of incorporation into the GBM. This feature is associated with a prominent GBM reflecting an diffuse and relativly uniform increase in thickness (subjective estimate). [KPMP:arosenberg]
HP:0033604;Glomerular capillary wire loop deposits;Glomerulus showing markedly and irregularly thickened capillary walls with massive fuchsinophilic subendothelial deposits, resulting in narrowing of capillary lumina. This feature is said to resemble a wire loop. [PMID:32866505]
HP:0033605;Pustular rash;A rash composed of pustular lesions. A pustule is defined as a vesicle or bulla containing purulent material. It varies in size and may occur at different levels within the epidermis: subcorneal, intraepidermal, or basement membrane zones. The pustules may or may not be sterile and are normally filled with neutrophils. [PMID:25805031]
HP:0033607;Bone marrow arrest at the promyelocytic stage;A type of bone marrow maturation arrest characterized by accumulation of neutrophil precursor cells in the bone marrow. [PMID:26456767]
HP:0033609;Solid pulmonary nodule;"A type of pulmonary nodule whose density obscures the underlying parenchyma and thus has a \solid\"" appearance."" [PMID:29143191]"
HP:0033611;Part-solid pulmonary nodule;Part-solid pulmonary nodules are nodules that present with both ground-glass and solid components in which the underlying lung architecture cannot be visualized. [ORCID:0000-0002-4095-8489, PMID:24100062]
HP:0033612;Pure ground-glass pulmonary nodule;Pure ground-glass pulmonary nodules (GGNs) are defined as focal nodular areas of increased lung attenuation through which lung parenchymal structures, such as the pulmonary vessels or bronchial structures, can be observed. [ORCID:0000-0002-4095-8489, PMID:24100062]
HP:0033615;Displaced tracheal bronchus;Accessory bronchus originating from trachea replacing one of the segmental branches of the anatomically normal upper lobe bronchus. [ORCID:0000-0002-4095-8489, PMID:11158647, PMID:19332762]
HP:0033616;Accessory cardiac bronchus;Accessory bronchus originating from the medial wall of the right or left ban bronchus or bronchus intermedius. A cardiac bronchus is usually blind-ended. [ORCID:0000-0002-4095-8489, PMID:11158647]
HP:0033617;Supernumerary tracheal bronchus;Accessory bronchus which exits the trachea in addition to an anatomically normal branching upper lobe bronchus. [ORCID:0000-0002-4095-8489, PMID:11158647, PMID:19332762]
HP:0033618;Displaced lobar tracheal bronchus;Accessory entire right upper lobe bronchial system originating from the trachea with absent anatomically normal upper lobe bronchus. [ORCID:0000-0002-4095-8489, PMID:11158647, PMID:19332762]
HP:0033619;Typical perifissural nodule;A perifissural nodule that has contact with the interlobar septum (and is therefore considered typical). [ORCID:0000-0002-4095-8489]
HP:0033620;Atypical perifissural nodule;A perifissural nodule that does not have contact with the interlobar septum (and is therefore considered atypical). [ORCID:0000-0002-4095-8489]
HP:0033621;Bronchial diverticula;Bronchial diverticula are blind-ended outpouchings arising from the bronchial tree. They are commonly pulsion diverticula acquired related to chronic cough. Subcarinal air cyst is thought to represent a small main bronchial diverticulum. [ORCID:0000-0002-4095-8489, PMID:18544671, PMID:27867581]
HP:0033622;Migratory erythematous plaque;A migratory, centrifugal, erythematous, tender, non-purpuric, and well-demarcated plaque. This feature may be observed in TNF receptor-associated periodic syndrome, in which it often occurs together with migratory myalgia in muscles located underneath the affected areas of skin. [PMID:31736939]
HP:0033625;Emotional insecurity;A feeling of general unease or nervousness that may be triggered by a sense of vulnerability or instability which is perceived as threatening. [PMID:7809306]
HP:0033626;Increased non-HDL cholesterol concentration;Increase above normal levels of non-HDL cholesterol in the blood. Non-HDL cholesterol is total cholesterol minus high-density lipoprotein HDL-cholesterol (high-density lipoprotein-cholesterol). [PMID:1596847, RGD:gthayman]
HP:0033627;Increased urine harderoporphyrin level;Increased amount of harderoporphyrin in the urine. [PMID:31085196]
HP:0033628;Bowel irritability;Intermittent abdominal pain with diarrhea and/or constipation. [OMIM:ahamosh]
HP:0033629;IgG4 autoimmune antibody positivity;The presence of an antibody of subclass IgG4 in the blood circulation that is directed against the organism's own cells or tissues. [PMID:29483905]
HP:0033630;Brain fog;"Brain fog is a type of transient cognitive dysfunction that comprises a constellation of symptoms that impair intellectual functioning to a level that interferes with daily activities, commonly including forgetfulness, mental slowness, difficulty thinking or focusing, a perceived slowing of mental processing speed, inability to find the right words, a sensation that the mind went blank or is \cloudy\"". Brain fog tends to recur and may be triggered by factors such as physical fatigue, lack of sleep, and prolonged standing or may appear to occur spontaneously."" [PMID:23999934, PMID:30452327, PMID:32857796, PMID:32984564, PMID:33199820]"
HP:0033631;Spondylitis;Inflammation of the vertebrae (vertebral bodies) or spine. [PMID:22859929]
HP:0033633;Decreased alveolar volume;An abnormal reduction in alveolar volume. []
HP:0033634;Increased alveolar volume;An abnormal elevation in alveolar volume. []
HP:0033635;Post-capillary pulmonary hypertension;Post-capillary pulmonary hypertension is a hemodynamic condition characterised by elevated mean pulmonary artery pressure (mPAP greater than 20 mmHg) and pulmonary artery wedge pressure (PAWP greater than 15 mmHg) and pulmonary vascular resistance (PVR less than 3 Wood units). [ORCID:0000-0002-4095-8489, PMID:30545968]
HP:0033636;Combined pre- and post-capillary pulmonary hypertension;Combined pre- and post-capillary pulmonary hypertension is a haemodynamic condition characterised by elevated mean pulmonary artery pressure (mPAP over 20 mmHg) and pulmonary artery wedge pressure (PAWP over 15 mmHg) and pulmonary vascular resistance (PVR at least 3 Wodd units). [ORCID:0000-0002-4095-8489, PMID:30545968]
HP:0033637;Anti-endomysial antibody positivity;The presence of autoantibodies (immunoglobulins) in the blood circulation that react against endomysial tissue transglutaminase 2 (tTG2). [ORCID:0000-0002-4095-8489, PMID:9518950]
HP:0033638;Intralobular septal thickening;Intralobular septal thickening is a computed tomography finding of increased width of the walls (septa) within a pulmonary lobule. Secondary pulmonary lobules represent a cluster of up to 30 acini 9 supplied by a common distal pulmonary artery and bronchiole. These clustered acini are bounded by interstitial fibrous septa (interlobular septa) which outline an irregular polyhedron of varying size between 1 and 2.5 cm. Interlobular septal thickening is seen on chest radiographs as thin linear opacities at right angles to and in contact with the lateral pleural surfaces near the lung bases. In contrast, intralobular septal thickening are visible as fine linear opacities in a lobule when the intralobular interstitial tissue is abnormally thickened. When numerous, they may appear as a fine reticular pattern. [ORCID:0000-0002-4095-8489, PMID:18195376, PMID:27852954]
HP:0033639;Septic pulmonary embolism;"Embolization of intravascular thrombus containing microorganisms into the pulmonary parenchyma via arterial system. Septic pulmonary embolism (PE) can be associated with multiple additional clinical manifestations such as fever, tachypnea, and hemoptysis. This HPO term refers to the finding of the septic embolus in the lung, which can be inferred from radiological findings. Typical radiographic features of septic PE include patchy air space lesions simulating non-specific bronchopneumonia; multiple ill defined round or wedge shaped densities of varying sizes from approximately 0.5 to 3.5 cm located peripherally; lesions abutting the pleura and located at the end of vessels (feeding vessel sign) seen on chest CT scans. Other pulmonary features suggesting septic PE include bilateral, occasional unilateral, rapid progression of cavities or abscess formations. [ORCID:0000-0002-4095-8489, PMID:12244005]"
HP:0033640;Acetabular erosions;Erosion (loss of substance) of the acetabular subchondral cortical bone. The acetabulum is the concave surface that meets with the head of the femur, forming the hip joint. [PMID:8793927]
HP:0033641;Aortic valve leaflet calcification;Deposition of calcium salts in the leaflets (cusps) of the aortic valve. [ORCID:0000-0002-4095-8489, PMID:22896576]
HP:0033642;Mitral valve leaflet calcification;Deposition of calcium salts in the leaflets (cusps) of the mitral valve. []
HP:0033643;Increased circulating very long-chain fatty acid concentration;Increased concentation of very long-chain fatty acids in the blood circulation. Very long-chain fatty acids are fatty acids (FAs) with a chain-length of 22 or more carbons. [PMID:9345094]
HP:0033644;Elevated circulating erythropoietin concentration;Increased concentration of erythropoietin in the blood circulation. Erythropoietin is a glycoprotein hormone produced by the peritubular cells of the kidney that stimulates red blood cell production. [PMID:30725682]
HP:0033645;Midline brainstem cleft;A developmental defect characterized by an abnormal cleft (V-shaped indentation of the stalklike part of the brain consisting of the medulla oblongata, the midbrain, and the pons. [PMID:19933510, PMID:32779696]
HP:0033646;Absent hippocampal commissure;Absence of the fibers that connect the contralateral hippocampi via the crura of the fornix and run beneath the posterior portion of the corpus callosum. [PMID:28250456]
HP:0033647;Silhouette sign;The silhouette sign is the absence of depiction of an anatomic soft-tissue border. It is caused by consolidation and/or atelectasis of the adjacent lung, by a large mass, or by contiguous pleural fluid. The silhouette sign results from the juxtaposition of structures of similar radiographic attenuation. The sign actually refers to the absence of a silhouette. [PMID:18195376]
HP:0033648;Pulmonary pseudocavity;A pseudocavity appears as an oval or round area of low attenuation in lung nodules, masses, or areas of consolidation that represent spared parenchyma, normal or ectatic bronchi, or focal emphysema rather than cavitation. These pseudocavities usually measure less than 1 cm in diameter. They have been described in patients with adenocarcinoma, bronchioloalveolar carcinoma, and benign conditions such as infectious pneumonia. [PMID:18195376]
HP:0033649;Paraseptal emphysema;Paraseptal emphysema is characterized by predominant involvement of the distal alveoli and their ducts and sacs. It is characteristically bounded by any pleural surface and the interlobular septa. This emphysema is characterized by subpleural and peribronchovascular regions of low attenuation separated by intact interlobular septa, sometimes associated with bullae. [PMID:18195376]
HP:0033650;Pulmonary parenchymal band;A parenchymal band is a linear opacity, usually 1-3 mm thick and up to 5 cm long that usually extends to the visceral pleura\n(which is often thickened and may be retracted at the site of contact). It reflects pleuroparenchymal fibrosis and is usually associated with distortion of the lung architecture. Parenchymal bands are most frequently encountered in individuals who have been exposed to asbestos. [PMID:18195376]
HP:0033651;Pulmonary mycetoma;A mycetoma is a discrete mass of intertwined hyphae, usually of an Aspergillus species, matted together by mucus, fibrin, and cellular debris colonizing a cavity, usually from prior fibrocavitary disease (eg, tuberculosis or sarcoidosis). A mycetoma may move to a dependent location when the patient changes position and may show an air crescent sign. CT scans may show a spongelike pattern and foci of calcification in the mycetoma. [PMID:18195376]
HP:0033652;Broncholith;A broncholith, a calcified peribronchial lymph node that erodes into an adjacent bronchus, is most often the consequence of Histoplasma or tuberculous infection. The imaging appearance is of a small calcific focus in or immediately adjacent to an airway, most frequently the right middle lobe bronchus. Broncholiths are readily identified on CT scans. Distal obstructive changes may include atelectasis, mucoid impaction, and bronchiectasis [PMID:18195376]
HP:0033653;Bronchocele;A bronchocele is bronchial dilatation due to retained secretions (mucoid impaction) usually caused by proximal obstruction, either congenital (eg, bronchial atresia) or acquired (eg, obstructing cancer). A bronchocele is a tubular or branching Y-or V-shaped structure that may resemble a gloved finger. The CT attenuation of the mucus is generally that of soft tissue but may be modified by its composition (eg, high-attenuation material in allergic bronchopulmonary aspergillosis). In the case of bronchial atresia, the surrounding lung may be of decreased attenuation because of reduced ventilation and, thus, perfusion. [PMID:18195376]
HP:0033654;Beaded septum sign;Irregular and nodular thickening of interlobular septa reminiscent of a row of beads. [PMID:18195376]
HP:0033656;Juxtaphrenic peak;A juxtaphrenic peak is a small triangular opacity based at the apex of the dome of a hemidiaphragm, associated with upper lobe volume loss of any cause (eg, postirradiation fibrosis or upper lobectomy). It is most readily appreciated on a frontal chest radiograph. The peak is caused by upward retraction of the inferior accessory fissure or an intrapulmonary septum associated with the pulmonary ligament. [PMID:18195376]
HP:0033657;Linear atelectasis;Linear atelectasis is a focal area of subsegmental atelectasis with a linear configuration, almost always extending to the pleura. It is commonly horizontal but sometimes oblique or vertical. The thickness of the atelectasis may range from a few millimeters to more than 1 cm. [PMID:18195376]
HP:0033658;Rounded atelectasis;Rounded atelectasis is rounded collapsed lung associated with invaginated fibrotic pleura and thickened and fibrotic interlobular septa. Most frequently, it is the consequence of an asbestos-induced exudative pleural effusion with resultant pleural scarring, but it may occur with any cause of pleural fibrosis. On chest radiographs, rounded atelectasis appears as a mass abutting a pleural surface, usually in the posterior part of a lower lobe. Distorted vessels have a curvilinear disposition as they converge on the mass (the comet tail sign). The degree of lobar retraction depends on the volume of atelectatic lung. It is almost invariably associated with other signs of pleural fibrosis (eg, blunting of costophrenic angle). CT is more sensitive for the detection and display of the characteristic features of rounded atelectasis. An additional sign is homogeneous uptake of contrast medium in the atelectatic lung. [PMID:18195376]
HP:0033660;Hand paresthesia;Tingling (often refered to as a pins and needles feeling) and numbness in the hand. []
HP:0033661;Air crescent;An air crescent is a collection of air in a crescentic shape that separates the wall of a cavity from an inner mass. The air crescent sign is often considered characteristic of either Aspergillus colonization of preexisting cavities or retraction of infarcted lung in angioinvasive aspergillosis. However, the air crescent sign has also been reported in other conditions, including tuberculosis, Wegener granulomatosis, intracavitary hemorrhage, and lung cancer. [PMID:18195376]
HP:0033662;Air bronchogram;An air bronchogram is a pattern of air-filled (low-attenuation) bronchi on a background of opaque (high-attenuation) airless lung. The sign implies (a) patency of proximal airways and (b) evacuation of alveolar air by means of absorption (atelectasis) or replacement (eg, pneumonia) or a combination of these processes. In rare cases, the displacement of air is the result of marked interstitial expansion (eg, lymphoma). [PMID:18195376]
HP:0033663;Air trapping;Air trapping is retention of air in the lung distal to an obstruction (usually partial). Air trapping is seen on end-expiration CT scans as parenchymal areas with less than normal increase in attenuation and lack of volume reduction. Comparison between inspiratory and expiratory CT scans can be helpful when air trapping is subtle or diffuse. [PMID:18195376]
HP:0033664;Ganglioglioma;Gangliogliomas are rare tumours of the central nervous system. The are WHO grade I and considered low grade. They are well differentiated neuroepithelial tumours consisting of both dysplastic neuronal and neoplastic glial cells. [ORCID:0000-0002-1735-8178, PMID:25408925]
HP:0033666;Diminished physical functioning;A reduction in the ability to perform activities of daily living as compared to previous abilities because of functional deficits due to illness. The 36-item Short Form (SF-36) health survey questionnaire is one of many methods used to measure patients' perceptions of diminished physical functioning. []
HP:0033667;Diminished mental health;A reduction in the subjective feeling of mental well being. [PMID:22654934, PMID:26043341]
HP:0033669;Enlarged amygdala;A increase in the volume (size) of the amygdyla. [ORCID:0000-0002-1735-8178, PMID:12933928, PMID:21047879, PMID:33044668]
HP:0033670;Organizing pneumonia;Organizing pneumonia manifests as a histologic pattern characterized by loose plugs of connective tissue in the airspaces and distal airways. Interstitial inflammation and fibrosis are minimal or absent. Cryptogenic organizing pneumonia, or COP, is a distinctive clinical disorder among the idiopathic interstitial pneumonias, but the histologic pattern of organizing pneumonia is encountered in many different situations, including pulmonary infection, hypersensitivity pneumonitis, and collagen vascular diseases. Airspace consolidation is the cardinal feature of organizing pneumonia on chest radiographs and CT scans. In COP, the distribution is typically subpleural and basal and sometimes bronchocentric. Other manifestations of organizing pneumonia include groundglass opacity, tree-in-bud pattern, and nodular opacities. [PMID:18195376]
HP:0033671;Pulmonary oligemia;Oligemia is a reduction in pulmonary blood volume. Most frequently, this reduction is regional, but occasionally it is generalized. Regional oligemia is usually associated with reduced blood flow in the oligemic area. Oligemia appears as a regional or widespread decrease in the size and number of identifiable pulmonary vessels, which is indicative of less than normal blood flow. [PMID:18195376]
HP:0033672;Positive carpal Tinel sign;The Tinel test is performed by lightly tapping (percussing) over the median nerve. It is positive (abnormal) if the patient experiences pain and paresthesias (tingling, numbness) along the distribution of the median nerve. [PMID:21524035, PMID:32310394]
HP:0033673;Positive Phalen test;The Phalen maneuver is performed by having the patient hold both wrists in complete and forced flexion (pushing the dorsal surfaces of both hands together) for 30-60 seconds. This can increase the pressure in the carpal tunnel. The test is positive (abnormal) if the patient experiences characteristic symptoms of carpal tunnel syndrome (pain and paresthesias along the distribution of the median nerve, i.e., thumb, index finger, and middle finger). [PMID:31773104]
HP:0033674;Pulmonary blood flow redistribution;Pulmonary blood flow redistribution refers to any departure from the normal distribution of blood flow in the lungs that is caused by an increase in pulmonary vascular resistance elsewhere in the pulmonary vascular bed. Pulmonary blood flow redistribution is indicated by a decrease in the size and/or number of visible pulmonary vessels in one or more lung regions, with a corresponding increase in number and/or size of pulmonary vessels in other parts of the lung. [PMID:18195376]
HP:0033675;Frailty;A clinically recognizable state of increased vulnerability resulting from a decline in reserve and function across multiple physiologic systems such that the ability to cope with everyday or acute stressors is compromised. [PMID:11253156]
HP:0033677;Acute respiratory distress syndrome;Acute respiratory distress syndrome (ARDS) is defined as an acute disorder that starts within seven days of the inciting event and is characterized by bilateral lung infiltrates and severe progressive hypoxemia in the absence of any evidence of cardiogenic pulmonary edema. ARDS is defined by the patient's oxygen in arterial blood (PaO2) to the fraction of the oxygen in the inspired air (FiO2). These patients have a PaO2/FiO2 ratio of less than 300. [PMID:28613773]
HP:0033679;Abnormal red nucleus morphology;Any structural anomaly of the red nucleus, a part of the midbrain involved in control of movement. [ORCID:0000-0002-1735-8178]
HP:0033680;Pilocytic astrocytoma;The most common form of astrocytoma (WHO Grade I) in childhood. These typically have MAPK signalling pathway abnormalities. [ORCID:0000-0002-1735-8178, PMID:23817572]
HP:0033681;Oligodendroglioma;Oligodendroglioma is a type of diffusely infiltrating glioma and constitutes approximately 5% of primary intracranial tumors. They often involve the cortical gray matter and are most commonly seen in the frontal lobes. OGs are generally low grade WHO grade II neoplasms that are slow-growing tumors and have a favorable treatment response when compared to other gliomas. Grade III anaplastic OG is a more malignant form of the tumor which portends a less favorable prognosis and may occur de novo or as degeneration from the lower grade OG. [HPO:probinson, ORCID:0000-0002-1735-8178, PMID:32644610]
HP:0033682;Pleomorphic xanthoastrocytoma;Pleomorphic xanthoastrocytomas (PXA) are rare low-grade astrocytomas (WHO Grade II) typically found in the temporal lobe and classically presenting with epilepsy. PXA is an astrocytic neoplasm that most often presents in children or young adults but can also occur in adults. The diagnosis of anaplastic PXA is made based upon tumor histopathologic characteristics and requires increased proliferative activity (mitotic index at least 5 mitoses/10 HPF), which is associated with worse overall survival. In general, anaplastic PXAs acquire features of a more aggressive astrocytic neoplasm that can include increased proliferation, necrosis, microvascular proliferation, loss of pericellular reticulin, and increased infiltrative growth. [ORCID:0000-0002-1735-8178, PMID:30051528, PMID:31535562]
HP:0033683;Jaw hyperreflexia;Increased intensity of muscle tendon reflexes in jaw. []
HP:0033685;Fiber type grouping;An abnormal distribution of muscle fiber types in muscle tissue. Human skeletal muscle contains at least two fiber types recognizable by histochemical techniques. In transverse sections of normal skeletal muscle, type 1 and type 2 fibers are distributed in a random fashion. Grouping of fibers of the same type can be seen in certain peripheral neuropathies, thought to be due to reinnervation of denervated muscle fibers by sprouting axons. With grouping, motor units enlarge. The fibers of a motor unit, which are normally scattered, come to lie adjacent to one another. Histochemical examination shows groups of muscle fibers of the same histochemical type. [PMID:32715519]
HP:0033686;Mitochondrial hypertrophy;Enlargment of mitochondria. Mitochondrial hypertrophy is not discernible by light microscopy. By electron microscopy (EM), hypertrophic mitochondria have normal cristae and normal matrix density. In contrast, swollen mitochondria display swollen cristae and irregular matrix densities in EM. [PMID:32715519]
HP:0033689;Anterograde memory impairment;The impaired ability to establish new long-term memories. [PMID:24041667]
HP:0033691;Procedural memory loss;A reduction in the ability to retrieve information about how to perform activities, such as how to ride a bike or drive a car, how to perform activities of daily living, or how to play a musical instrument. []
HP:0033692;Declarative memory loss;Impaired ability to remember facts and events. [PMID:33524264]
HP:0033694;Tactile hallucination;The false perception of tactile sensory input that creates a hallucinatory sensation of physical contact with an imaginary object. []
HP:0033695;Occupational disability;This is a general term that denotes a reduced ability to perform the work that one performed prior to an illness, and may be related to pain, cognitive dysfunction, fatigue or other physical disabilities. []
HP:0033698;Monomorphic vesicular eruption;A type of vesicular eruption in which the vesicles are at same stages. [PMID:32348545]
HP:0033699;Polymorphic vesicular eruption;A type of vesicular eruption in which the vesicles are at different stages. []
HP:0033700;Papulovesicular eruption;An acute onset rash characterized by by multiple vesicles, which are circumscribed, fluid-containing, epidermal elevations with a diameter less than 10mm at the widest point, and by multiple papules, which are circumscribed, solid epidermal elevations with no visible fluid with a diameter less than 10mm at the widest point. [PMID:32579185]
HP:0033701;Cortical sclerosis of the iliac wing;Increased density related to increased bone mass in the outermost layer (edge) of the iliac wing. [PMID:17404618]
HP:0033702;Subpleural curvilinear line;This finding is a thin curvilinear opacity, 1-3 mm in thickness, lying less than 1 cm from and parallel to the pleural surface. It corresponds to atelectasis of normal lung if seen in the dependent posteroinferior portion of lung of a patient in the supine position and is subsequently shown to disappear on CT sections acquired with the patient prone. It may also be encountered in patients with pulmonary edema or fibrosis (other signs are usually present). [PMID:18195376]
HP:0033703;Dysembryoplastic neuroepithelial tumor;Dysembryoplastic neuroepithelial tumor (DNT) is a benign glioneuronal neoplasm that most commonly occurs in children and young adults and may present with medically intractable, chronic seizures. Lesions vary in size from 10 to 25 mm, although occasionally larger tumors of up to 70 mm have been reported. Grossly, tumors appear as well-defined, solitary nodular masses or poorly demarcated lesions. On the cut section, most tumors are cortically located and may extend into the underlying subcortical white matter in larger tumors. Multi-nodular appearance or cystic changes are commonly found [ORCID:0000-0002-1735-8178, PMID:25408925, PMID:26493957]
HP:0033704;Elevated urinary homogentisic acid;An increased amount of homogentisic acid in the urine. [PMID:32809406]
HP:0033705;Tearfulness;A feeling of sadness characterized by crying episodes that can come on suddenly and are not under usual social control. [PMID:33345598]
HP:0033706;Progressive massive fibrosis;This condition is caused by slow-growing conglomeration of dust particles and collagen deposition in individuals (mostly coal workers) heavily exposed to inorganic dust. Progressive massive fibrosis manifests as masslike lesions, usually bilateral and in\nthe upper lobes. Background nodular opacities reflect accompanying pneumoconiosis, with or without emphysematous destruction adjacent to the massive fibrosis. Lesions similar to progressive massive fibrosis sometimes occur in other conditions, such as sarcoidosis and talcosis. [PMID:18195376]
HP:0033707;Perioral hyperkeratosis;Increased thickness of the stratum corneum (the outer layer of the skin) in the skin surrounding the mouth. [PMID:32965877]
HP:0033708;Anti-3-hydroxy- 3-methylglutaryl-coA reductase antibody positivity;
