phenotypeId	phenotypeName	numberPapers
HP:0012173	Orthostatic tachycardia	833
HP:0001256	Intellectual disability, mild	989
HP:0002187	Intellectual disability, profound	986
HP:0006889	Intellectual disability, borderline	671
HP:0002342	Intellectual disability, moderate	992
HP:0010864	Intellectual disability, severe	970
HP:0006887	Intellectual disability, progressive	947
HP:0034332	Cognitive regression	992
HP:0033044	Motor regression	997
HP:0006834	Developmental stagnation at onset of seizures	16
HP:0010522	Dyslexia	909
HP:0010794	Impaired visuospatial constructive cognition	195
HP:0002442	Dyscalculia	537
HP:0012434	Delayed social development	994
HP:0002083	Migraine without aura	905
HP:0002077	Migraine with aura	765
HP:0010780	Hyperacusis	869
HP:0002183	Phonophobia	949
HP:0030213	Emotional blunting	996
HP:0031844	Euphoria	938
HP:0000744	Low frustration tolerance	101
HP:0000737	Irritability	886
HP:0100024	Conspicuously happy disposition	0
HP:0031589	Suicidal ideation	811
HP:0040082	Happy demeanor	44
HP:0000712	Emotional lability	981
HP:4000079	Sensory seeking	993
HP:0007018	Attention deficit hyperactivity disorder	797
HP:0007302	Bipolar affective disorder	934
HP:0031469	Low self esteem	996
HP:0000716	Depression	888
HP:0031473	Hostility	902
HP:0031467	Negative affectivity	999
HP:0011999	Paranoia	865
HP:0002494	Abnormal rapid eye movement sleep	983
HP:0001262	Excessive daytime somnolence	928
HP:0012452	Restless legs	739
HP:0030050	Narcolepsy	797
HP:0025233	Sleep paralysis	748
HP:0100025	Overfriendliness	24
HP:0100962	Shyness	977
HP:0030955	Alcoholism	923
HP:0001345	Psychotic mentation	30
HP:0000723	Restrictive behavior	1000
HP:0000717	Autism	705
HP:0000713	Agitation	941
HP:0008770	Obsessive-compulsive trait	993
HP:0030212	Collectionism	3
HP:0025162	Severe temper tantrums	46
HP:0025161	Frequent temper tantrums	35
HP:0002367	Visual hallucinations	859
HP:0008765	Auditory hallucinations	891
HP:0002519	Hypnagogic hallucinations	787
HP:0006896	Hypnopompic hallucinations	784
HP:0006597	Diaphragmatic paralysis	805
HP:0007209	Facial paralysis	739
HP:0007299	Dysfunction of lateral corticospinal tracts	458
HP:0008767	Self-mutilation of tongue and lips due to involuntary movements	3
HP:0031990	Chvostek sign	31
HP:0100248	Hemiballismus	762
HP:0032506	Alien limb phenomenon	88
HP:0007166	Paroxysmal dyskinesia	682
HP:0030217	Limb apraxia	562
HP:0010521	Gait apraxia	234
HP:0011098	Speech apraxia	877
HP:0000658	Eyelid apraxia	115
HP:0032588	Hand apraxia	420
HP:0007301	Oromotor apraxia	26
HP:0002544	Retrocollis	795
HP:0002067	Bradykinesia	913
HP:0011445	Athetoid cerebral palsy	733
HP:0007308	Extrapyramidal dyskinesia	968
HP:0007153	Progressive extrapyramidal movement disorder	338
HP:0002267	Exaggerated startle response	329
HP:0011099	Spastic hemiparesis	874
HP:0002510	Spastic tetraplegia	810
HP:0007011	Fourth cranial nerve palsy	607
HP:0006897	Abducens palsy	708
HP:0007193	Bilateral tonic-clonic seizure on awakening	210
HP:0032786	Migrating focal seizure	954
HP:0031165	Multifocal seizures	976
HP:0020214	Startle-induced seizure	17
HP:0020208	Eating-induced seizure	9
HP:0002173	Hypoglycemic seizures	928
HP:0002199	Hypocalcemic seizures	153
HP:0032656	Febrile status epilepticus	904
HP:0012185	Constrictive median neuropathy	41
HP:0007002	Motor axonal neuropathy	971
HP:0007267	Chronic axonal neuropathy	990
HP:0003390	Sensory axonal neuropathy	987
HP:0003434	Sensory ataxic neuropathy	174
HP:0007067	Distal peripheral sensory neuropathy	984
HP:0003409	Distal sensory impairment of all modalities	23
HP:0006858	Impaired distal proprioception	99
HP:0006937	Impaired distal tactile sensation	55
HP:0033748	Hypoesthesia	769
HP:0100963	Hyperesthesia	829
HP:0010829	Impaired temperature sensation	351
HP:0010871	Sensory ataxia	774
HP:0002403	Positive Romberg sign	56
HP:0007185	Loss of consciousness	867
HP:0032044	Decreased vigilance	999
HP:0031358	Vegetative state	685
HP:0007159	Fluctuations in consciousness	642
HP:0002371	Loss of speech	986
HP:0002425	Anarthria	147
HP:0006977	Grammar-specific speech disorder	2
HP:0010523	Alexia	908
HP:0010526	Dysgraphia	721
HP:0002465	Poor speech	992
HP:0031937	Tachylalia	0
HP:0002546	Incomprehensible speech	47
HP:0031814	Palilalia	42
HP:0025268	Stuttering	981
HP:0002168	Scanning speech	871
HP:0030222	Visual agnosia	868
HP:0010525	Finger agnosia	867
HP:0010528	Prosopagnosia	789
HP:0030391	Spoken word recognition deficit	55
HP:0031843	Bradyphrenia	62
HP:0001351	Jerk-locked premyoclonus spikes	4
HP:0006961	Jerky head movements	42
HP:0002599	Head titubation	16
HP:0002310	Orofacial dyskinesia	778
HP:0002527	Falls	810
HP:0030051	Tip-toe gait	11
HP:0031955	Antalgic gait	102
HP:0003376	Steppage gait	808
HP:0031629	Impaired tandem gait	163
HP:0031825	Freezing of gait	925
HP:0002136	Broad-based gait	63
HP:0002515	Waddling gait	808
HP:0002141	Gait imbalance	780
HP:0001304	Torsion dystonia	445
HP:0007325	Generalized dystonia	928
HP:0002530	Axial dystonia	370
HP:0010553	Oculogyric crisis	110
HP:0032005	Hemidystonia	111
HP:0002268	Paroxysmal dystonia	759
HP:0031166	Eyelid myokymia	12
HP:0001308	Tongue fasciculations	911
HP:0031161	Reduced brain glutamate level by MRS	230
HP:0025460	High myoinositol in brain by MRS	214
HP:0006965	Acute necrotizing encephalopathy	902
HP:0007069	Profound static encephalopathy	12
HP:0200068	Nonprogressive visual loss	66
HP:0007854	Glaucomatous visual field defect	989
HP:0030644	Blind-spot enlargment	329
HP:0007987	Progressive visual field defects	983
HP:0001129	Large central visual field defect	122
HP:0000646	Amblyopia	804
HP:0032037	Mildly reduced visual acuity	56
HP:0001117	Sudden loss of visual acuity	577
HP:0001141	Severely reduced visual acuity	999
HP:0032122	Very low visual acuity	969
HP:0030515	Moderately reduced visual acuity	853
HP:0030586	Abnormal Ishihara plate test	14
HP:0011516	Achromatopsia	851
HP:0025402	Square-wave jerks	79
HP:0032105	Macrosaccadic oscillations	9
HP:0007885	Slowed horizontal saccades	56
HP:0031833	Hypometric upward saccades	6
HP:0007975	Hypometric horizontal saccades	45
HP:0010877	Monocular strabismus	642
HP:0007817	Horizontal supranuclear gaze palsy	49
HP:0030691	Divergence nystagmus	41
HP:0001583	Rotary nystagmus	723
HP:0010542	Vestibular nystagmus	917
HP:0025711	Convergence-retraction nystagmus	26
HP:0001361	Nystagmus-induced head nodding	1
HP:0007179	Absent smooth pursuit	31
HP:0001151	Impaired horizontal smooth pursuit	90
HP:0007944	Intermittent microsaccadic pursuits	1
HP:0007792	Microsaccadic pursuit	25
HP:0007650	Progressive ophthalmoplegia	815
HP:0007824	Total ophthalmoplegia	554
HP:0000623	Supranuclear ophthalmoplegia	768
HP:0007942	Internal ophthalmoplegia	682
HP:0001094	Iridocyclitis	526
HP:0500046	Seborrhoeic blepharitis	51
HP:0001097	Keratoconjunctivitis sicca	916
HP:0030844	Undetectable pattern electroretinogram	30
HP:0025599	Inferior oblique muscle overaction	293
HP:0010726	Prominent corneal nerve fibers	17
HP:0034327	Posterior corneal stroma punctiform multicolored opacities	0
HP:0000647	Sclerocornea	99
HP:0200032	Kayser-Fleischer ring	96
HP:0011487	Increased corneal thickness	999
HP:0007873	Abnormally prominent line of Schwalbe	9
HP:0000627	Posterior embryotoxon	107
HP:0025349	Limbal edema	127
HP:0001149	Lattice corneal dystrophy	704
HP:0007802	Granular corneal dystrophy	815
HP:0007709	Band-shaped corneal dystrophy	49
HP:0007809	Punctate corneal dystrophy	22
HP:0007962	Speckled corneal dystrophy	0
HP:0007880	Marginal corneal dystrophy	139
HP:0007720	Flat cornea	691
HP:0000482	Microcornea	336
HP:0000485	Megalocornea	126
HP:0000526	Aniridia	875
HP:0012775	Stellate iris	33
HP:0012805	Iris transillumination defect	125
HP:0001088	Brushfield spots	15
HP:0000635	Blue irides	65
HP:0000555	Leukocoria	275
HP:0009918	Ectopia pupillae	7
HP:0009917	Persistent pupillary membrane	123
HP:0011500	Polycoria	10
HP:0009916	Anisocoria	575
HP:0011484	Posterior synechiae of the anterior chamber	251
HP:0011483	Anterior synechiae of the anterior chamber	470
HP:0012631	Pigment deposition in the trabecular meshwork	105
HP:0007707	Congenital aphakia	311
HP:0012376	Microphakia	13
HP:0030961	Microspherophakia	103
HP:0011527	Lentiglobus	8
HP:0012019	Lens luxation	689
HP:0001118	Juvenile cataract	469
HP:0007819	Presenile cataracts	82
HP:0010922	Membranous cataract	769
HP:0007834	Progressive cataract	955
HP:0030667	Peripheral retinal neovascularization	580
HP:0007778	Posterior retinal neovascularization	596
HP:0030503	Macular telangiectasia	642
HP:0011513	Retinal cavernous angioma	84
HP:0007770	Hypoplasia of the retina	869
HP:0007766	Optic disc hypoplasia	801
HP:0012521	Optic nerve aplasia	859
HP:0007973	Retinal dysplasia	545
HP:0007866	Retinal infarction	887
HP:0001102	Angioid streaks of the fundus	302
HP:0031526	Subretinal fluid	876
HP:0030329	Retinal thinning	986
HP:0033027	Retinal peau d'orange	34
HP:0032118	Retinitis	897
HP:0200057	Marcus Gunn pupil	705
HP:0007807	Optic nerve compression	912
HP:0025551	Optic nerve misrouting	60
HP:0001093	Optic nerve dysplasia	428
HP:0025514	Morning glory anomaly	153
HP:0001112	Leber optic atrophy	771
HP:0007964	Degenerative vitreoretinopathy	37
HP:0011533	Snowflake vitreoretinal degeneration	17
HP:0200071	Peripheral vitreoretinal degeneration	65
HP:0030490	Exudative vitreoretinopathy	536
HP:0030744	Hyaloid vascular remnant and retrolental mass	1
HP:0030743	Glial remnants anterior to the optic disc	0
HP:0012778	Retinal astrocytic hamartoma	110
HP:0007731	Chorioretinal dysplasia	50
HP:0007858	Chorioretinal lacunae	69
HP:0012424	Chorioretinitis	795
HP:0001135	Chorioretinal dystrophy	266
HP:0008921	Neonatal short-limb short stature	18
HP:0008845	Mesomelic short stature	134
HP:0008909	Lethal short-limbed short stature	15
HP:0011405	Childhood onset short-limb short stature	1
HP:0008890	Severe short-limb dwarfism	23
HP:0008857	Neonatal short-trunk short stature	8
HP:0008922	Childhood-onset short-trunk short stature	0
HP:0011406	Infancy onset short-trunk short stature	1
HP:0008915	Childhood-onset truncal obesity	2
HP:0001245	Small thenar eminence	33
HP:0008954	Intrinsic hand muscle atrophy	82
HP:0003393	Thenar muscle atrophy	122
HP:0003427	Thenar muscle weakness	80
HP:0009077	Weakness of long finger extensor muscles	13
HP:0033466	Weak grip	984
HP:0031177	Finger flexor weakness	150
HP:0010487	Small hypothenar eminence	8
HP:0009060	Scapular muscle atrophy	107
HP:0008998	Pectoralis hypoplasia	312
HP:0009751	Aplasia of the pectoralis major muscle	245
HP:0009788	Quadriceps aplasia	311
HP:0100760	Clubbing of toes	54
HP:0100759	Clubbing of fingers	337
HP:0005045	Diaphyseal cortical sclerosis	35
HP:0006473	Anterior bowing of long bones	30
HP:0100254	Stenosis of the medullary cavity of the long bones	0
HP:0006208	Metaphyseal cupping of proximal phalanges	1
HP:0006028	Metaphyseal cupping of metacarpals	4
HP:0011860	Metaphyseal dappling	1
HP:0005092	Streaky metaphyseal sclerosis	0
HP:0005042	Irregular, rachitic-like metaphyses	0
HP:0100670	Coarse metaphyseal trabecularization	1
HP:0003332	Absent primary metaphyseal spongiosa	1
HP:0005028	Widened proximal tibial metaphyses	12
HP:0005871	Metaphyseal chondrodysplasia	161
HP:0031164	Growth arrest lines	1000
HP:0010740	Osteopathia striata	73
HP:0030294	Metaphyseal chondromatosis of tibia	0
HP:0030295	Metaphyseal chondromatosis of femur	1
HP:0030296	Metaphyseal chondromatosis of radius	0
HP:0030297	Metaphyseal chondromatosis of ulna	0
HP:0011300	Broad fingertip	60
HP:0001212	Prominent fingertip pads	12
HP:0010557	Overlapping fingers	994
HP:0001166	Arachnodactyly	289
HP:0001182	Tapered finger	188
HP:0032078	Angel-shaped phalanx	3
HP:0006243	Phalangeal dislocation	182
HP:0006165	Proportionate shortening of all digits	3
HP:0030033	Small finger	976
HP:0006149	Increased laxity of fingers	35
HP:0001177	Preaxial hand polydactyly	174
HP:0001181	Adducted thumb	362
HP:0032524	Long thumb	980
HP:0006203	Decreased movement range in interphalangeal joints	14
HP:0033252	Palmar hyperlinearity	36
HP:0100869	Palmar telangiectasia	25
HP:0033004	Palmar warts	26
HP:0010610	Palmar pits	97
HP:0006092	Malaligned carpal bone	81
HP:0006180	Crowded carpal bones	2
HP:0005773	Short forearm	991
HP:0003982	Aplasia of the ulna	492
HP:0003992	Slender ulna	15
HP:0003993	Broad ulna	67
HP:0003988	Long ulna	976
HP:0006459	Dorsal subluxation of ulna	86
HP:0003991	Osteosclerosis of the ulna	11
HP:0003978	Fractured radius	847
HP:0003977	Deformed radius	870
HP:0006424	Elongated radius	456
HP:0003068	Madelung-like forearm deformities	0
HP:0005037	Proximal radio-ulnar synostosis	18
HP:0006394	Limited pronation/supination of forearm	50
HP:0002987	Elbow flexion contracture	424
HP:0003944	Narrow joint spaces of the elbow	59
HP:0005021	Bilateral elbow dislocations	139
HP:0006251	Limited wrist extension	517
HP:0012453	Bilateral wrist flexion contracture	19
HP:0012454	Unilateral wrist flexion contracture	2
HP:0003890	Prominent deltoid tuberosities	7
HP:0010027	Broad 1st metacarpal	1
HP:0001222	Spatulate thumbs	2
HP:0009642	Broad distal phalanx of the thumb	9
HP:0009880	Broad distal phalanges of all fingers	16
HP:0003863	Angulated humerus	185
HP:0003874	Humerus varus	595
HP:0003879	Humeral pseudarthrosis	82
HP:0003864	Bifid humerus	5
HP:0003886	Wide humerus	422
HP:0006070	Metacarpophalangeal joint contracture	268
HP:0006099	Metacarpophalangeal joint hyperextensibility	4
HP:0001223	Pointed proximal second through fifth metacarpals	2
HP:0006145	Central Y-shaped metacarpal	2
HP:0006146	Broad metacarpal epiphyses	7
HP:0005900	Fifth metacarpal with ulnar notch	0
HP:0001501	6 metacarpals	980
HP:0005068	Absent styloid process of ulna	0
HP:0004981	Prominent styloid process of ulna	3
HP:0008838	Stippled calcification proximal humeral epiphyses	1
HP:0004997	Multicentric ossification of proximal humeral epiphyses	0
HP:0006386	Hypoplastic distal radial epiphyses	0
HP:0006140	Premature fusion of phalangeal epiphyses	4
HP:0006213	Thin proximal phalanges with broad epiphyses of the hand	0
HP:0009556	Absent tibia	276
HP:0003097	Short femur	989
HP:0006426	Rudimentary to absent tibiae	5
HP:0006443	Patellar aplasia	842
HP:0003065	Patellar hypoplasia	860
HP:0002990	Fibular aplasia	551
HP:0010077	Broad distal phalanx of the hallux	5
HP:0008796	Femoral retroversion	416
HP:0012427	Increased femoral anteversion	548
HP:0005005	Femoral bowing present at birth, straightening with time	0
HP:0005090	Lateral femoral bowing	186
HP:0005096	Distal femoral bowing	176
HP:0003411	Proximal femoral metaphyseal irregularity	15
HP:0008801	Hypoplasia of the lesser trochanter	917
HP:0002822	Hyperplasia of the femoral trochanters	108
HP:0010691	Mirror image foot polydactyly	14
HP:0005892	Proximal tibial and fibular fusion	40
HP:0001848	Calcaneovalgus deformity	36
HP:0008122	Calcaneonavicular fusion	18
HP:0008097	Partial fusion of tarsals	13
HP:0005682	Talocalcaneal synostosis	89
HP:0012428	Prominent calcaneus	128
HP:0008138	Equinus calcaneus	75
HP:0012789	Hypoplasia of the calcaneus	213
HP:0008142	Delayed calcaneal ossification	6
HP:0008127	Bipartite calcaneus	1
HP:0008108	Advanced tarsal ossification	13
HP:0008134	Irregular tarsal ossification	3
HP:0033977	Talar aplasia	106
HP:0001838	Rocker bottom foot	924
HP:0001775	Tarsal osteovalgus	868
HP:0008117	Shortening of the talar neck	7
HP:0010509	Aplasia of the tarsal bones	553
HP:0004689	Short fourth metatarsal	43
HP:0008087	Nonossified fifth metatarsal	0
HP:0100483	Symphalangism of the proximal phalanx of the 2nd toe with the 2nd metatarsal	0
HP:0010068	Broad first metatarsal	23
HP:0010105	Short first metatarsal	221
HP:0004686	Short third metatarsal	49
HP:0004704	Short fifth metatarsal	75
HP:0005067	Proximal fibular overgrowth	13
HP:0006390	Anterior tibial bowing	67
HP:0034372	Internal tibial torsion	294
HP:0100531	Wind-swept deformity of the knees	1
HP:0005041	Irregular capital femoral epiphysis	14
HP:0006407	Irregular distal femoral epiphysis	12
HP:0008784	Wide capital femoral epiphyses	19
HP:0006450	Multicentric ossification of proximal femoral epiphyses	0
HP:0008789	Cone-shaped capital femoral epiphysis	1
HP:0005743	Avascular necrosis of the capital femoral epiphysis	912
HP:0008828	Delayed proximal femoral epiphyseal ossification	9
HP:0006461	Proximal femoral epiphysiolysis	733
HP:0008797	Early ossification of capital femoral epiphyses	9
HP:0003370	Flat capital femoral epiphysis	1
HP:0003371	Enlargement of the proximal femoral epiphysis	23
HP:0012283	Small distal femoral epiphysis	67
HP:0006438	Enlargement of the distal femoral epiphysis	24
HP:0006398	Flat distal femoral epiphysis	14
HP:0012284	Small proximal tibial epiphyses	57
HP:0006456	Irregular proximal tibial epiphyses	14
HP:0008807	Acetabular dysplasia	937
HP:0003179	Protrusio acetabuli	112
HP:0010455	Steep acetabular roof	1
HP:0003180	Flat acetabular roof	4
HP:0003274	Hypoplastic acetabulae	20
HP:0033640	Acetabular erosions	128
HP:0008833	Irregular acetabular roof	5
HP:0003182	Shallow acetabular fossae	5
HP:0003066	Limited knee extension	996
HP:0005085	Limited knee flexion/extension	149
HP:0006389	Limited knee flexion	999
HP:0005191	Congenital knee dislocation	223
HP:0045086	Knee joint hypermobility	216
HP:0002816	Genu recurvatum	279
HP:0006397	Lateral displacement of patellae	269
HP:0010499	Patellar subluxation	937
HP:0033308	Patellar overgrowth	7
HP:0006454	Delayed patellar ossification	19
HP:0031174	Double-layered patella	12
HP:0004681	Deep longitudinal plantar crease	1
HP:0008107	Plantar crease between first and second toes	0
HP:0004692	4-5 toe syndactyly	5
HP:0010714	2-4 toe syndactyly	4
HP:0001459	1-3 toe syndactyly	13
HP:0010711	1-2 toe syndactyly	8
HP:0004691	2-3 toe syndactyly	46
HP:0010713	1-5 toe syndactyly	4
HP:0009779	3-4 toe syndactyly	9
HP:0100499	Tibial deviation of toes	3
HP:0001847	Long hallux	453
HP:0002601	Paresis of extensor muscles of the big toe	2
HP:0100040	Broad 2nd toe	6
HP:0001765	Hammertoe	298
HP:0001845	Overlapping toe	270
HP:0001772	Talipes equinovalgus	656
HP:0008124	Talipes calcaneovarus	896
HP:0008783	Wide proximal femoral metaphysis	15
HP:0006387	Wide distal femoral metaphysis	20
HP:0005745	Congenital foot contractures	106
HP:0005853	Congenital foot contraction deformities	23
HP:0002804	Arthrogryposis multiplex congenita	841
HP:0005879	Congenital finger flexion contractures	53
HP:0011084	Hypocalcification of dental enamel	37
HP:0011085	Hypomature dental enamel	74
HP:0001073	Cigarette-paper scars	8
HP:0031158	Widened atrophic scar	6
HP:0009019	Progressive loss of facial adipose tissue	25
HP:0005995	Decreased adipose tissue around neck	5
HP:0009017	Loss of gluteal subcutaneous adipose tissue	34
HP:0007485	Absence of subcutaneous fat	635
HP:0009002	Loss of truncal subcutaneous adipose tissue	19
HP:0012241	Levator palpebrae superioris atrophy	110
HP:0011807	Type 1 muscle fiber atrophy	363
HP:0003554	Type 2 muscle fiber atrophy	425
HP:0030095	Reduced muscle collagen VI	115
HP:0031237	Internally nucleated skeletal muscle fibers	6
HP:0003755	Type 1 fibers relatively smaller than type 2 fibers	65
HP:0003557	Increased variability in muscle fiber diameter	59
HP:0003803	Type 1 muscle fiber predominance	114
HP:0010602	Type 2 muscle fiber predominance	118
HP:0033685	Fiber type grouping	993
HP:3000010	Abnormality of orbicularis oris muscle	152
HP:0003787	Type 1 and type 2 muscle fiber minicore regions	1
HP:0008964	Nonprogressive muscular atrophy	32
HP:0012037	Pectoralis amyotrophy	72
HP:0003697	Scapuloperoneal amyotrophy	43
HP:0012036	Sternocleidomastoid amyotrophy	32
HP:0003720	Generalized muscle hypertrophy	991
HP:0008986	Agenesis of the diaphragm	909
HP:0005255	Absence of pectoralis minor muscle	122
HP:0008953	Pectoralis major hypoplasia	287
HP:0003403	EMG: decremental response of compound muscle action potential to repetitive nerve stimulation	10
HP:0030205	Increased jitter at single fiber EMG	77
HP:0003444	EMG: chronic denervation signs	212
HP:0030007	EMG: positive sharp waves	103
HP:0003760	Percussion-induced rapid rolling muscle contractions	1
HP:0003719	Muscle mounding	111
HP:0031139	Frog-leg posture	8
HP:0006829	Severe muscular hypotonia	978
HP:0030190	Oral motor hypotonia	68
HP:0012389	Appendicular hypotonia	35
HP:0031867	Neck hypertonia	127
HP:0003689	Multiple mitochondrial DNA deletions	682
HP:0009069	Lethal infantile mitochondrial myopathy	9
HP:0003435	Cold-induced hand cramps	2
HP:0008991	Exercise-induced leg cramps	6
HP:0003722	Neck flexor weakness	117
HP:0030196	Fatigable weakness of respiratory muscles	52
HP:0030664	Beevor's sign	6
HP:0009073	Progressive proximal muscle weakness	965
HP:0003810	Late-onset distal muscle weakness	76
HP:0009063	Progressive distal muscle weakness	710
HP:0003392	First dorsal interossei muscle weakness	0
HP:0430025	Bilateral facial palsy	916
HP:0012799	Unilateral facial palsy	952
HP:0003391	Gowers sign	25
HP:0003694	Late-onset proximal muscle weakness	161
HP:0003752	Episodic flaccid weakness	56
HP:0025706	Absent fetal nasal bone	111
HP:0025707	Hypoplastic nasal bone	88
HP:0005273	Absent nasal septal cartilage	14
HP:0033380	Nasal chondritis	103
HP:0030330	Multinucleated giant chondrocytes in epiphyseal cartilage	1
HP:0032930	Lacunar halos around chondrocytes	0
HP:0004438	Hyperostosis frontalis interna	88
HP:0004490	Calvarial hyperostosis	22
HP:0005890	Hyperostosis cranialis interna	8
HP:0012063	Aneurysmal bone cyst	832
HP:0002833	Cystic angiomatosis of bone	30
HP:0012065	Multiple bony cystic lesions	34
HP:0003784	Type 1 collagen overmodification	18
HP:0006465	Periosteal thickening of long tubular bones	4
HP:0031485	Subperiosteal bone formation	250
HP:0040165	Periostitis	912
HP:0000905	Progressive clavicular acroosteolysis	3
HP:0034047	Rib osteolysis	41
HP:0034046	Mandibular osteolysis	291
HP:0002752	Sparse bone trabeculae	67
HP:0005652	Cortical sclerosis	917
HP:0100036	Pseudo-fractures	17
HP:0004059	Radial club hand	73
HP:0030328	Decreased osteoclast count	438
HP:0010736	Monostotic fibrous dysplasia	333
HP:0010735	Polyostotic fibrous dysplasia	791
HP:0041159	Fractured rib	800
HP:0003105	Protuberances at ends of long bones	1
HP:0006367	Crumpled long bones	7
HP:0006391	Overtubulated long bones	4
HP:0200021	Down-sloping shoulders	4
HP:0003836	Stippled calcification of the shoulder	1
HP:0003044	Shoulder flexion contracture	239
HP:0006659	Internally rotated shoulders	997
HP:0033631	Spondylitis	764
HP:0008443	Neuropathic spinal arthropathy	168
HP:0003306	Spinal rigidity	969
HP:0003304	Spondylolysis	894
HP:0010306	Short thorax	973
HP:0012317	Sacroiliac arthritis	31
HP:0012449	Sacroiliac joint synovitis	79
HP:0005332	Recurrent mandibular subluxations	71
HP:0003835	Shoulder subluxation	893
HP:0010886	Osteochondritis dissecans	893
HP:0003095	Septic arthritis	854
HP:0040310	Sterile arthritis	905
HP:0040313	Oligoarthritis	797
HP:0009759	Neck pterygia	17
HP:0001040	Multiple pterygia	78
HP:0009756	Popliteal pterygium	108
HP:0001060	Axillary pterygium	6
HP:0009760	Antecubital pterygium	6
HP:0009757	Intercrural pterygium	5
HP:0002821	Neuropathic arthropathy	827
HP:0005008	Large joint dislocations	991
HP:0012095	Multiple joint dislocation	938
HP:0005473	Fusion of middle ear ossicles	11
HP:0005198	Stiff interphalangeal joints	322
HP:0005186	Synovial hypertrophy	819
HP:0100769	Synovitis	804
HP:0005832	Dysharmonic delayed bone age	0
HP:0002805	Accelerated bone age after puberty	60
HP:0003799	Marked delay in bone age	112
HP:0009742	Stiff shoulders	981
HP:0009715	Papillary cystadenoma of the epididymis	25
HP:0025318	Ovarian carcinoma	930
HP:0100621	Dysgerminoma	657
HP:0006774	Ovarian papillary adenocarcinoma	629
HP:0000149	Ovarian gonadoblastoma	209
HP:0100618	Leydig cell neoplasia	916
HP:0000030	Testicular gonadoblastoma	142
HP:0100617	Testicular seminoma	819
HP:0025451	Testicular adrenal rest tumor	152
HP:0012125	Prostate cancer	760
HP:0100849	Neoplasm of the scrotum	721
HP:0030417	Squamous cell carcinoma of the vulva	870
HP:0012114	Endometrial carcinoma	929
HP:0000131	Uterine leiomyoma	884
HP:0002891	Uterine leiomyosarcoma	880
HP:0030016	Dyspareunia	849
HP:0030018	Decreased female libido	599
HP:0030019	Increased female libido	748
HP:0000876	Oligomenorrhea	977
HP:0400008	Menometrorrhagia	163
HP:0100608	Metrorrhagia	790
HP:0008209	Premature ovarian insufficiency	877
HP:0040306	Decreased male libido	788
HP:0012877	Retrograde ejaculation	552
HP:0003251	Male infertility	765
HP:0008222	Female infertility	729
HP:0008730	Female external genitalia in individual with 46,XY karyotype	132
HP:0000033	Ambiguous genitalia, male	802
HP:0010459	True hermaphroditism	325
HP:0003248	Gonadal tissue inappropriate for external genitalia or chromosomal sex	975
HP:0000061	Ambiguous genitalia, female	799
HP:0012861	Ovotestis	492
HP:0010458	Female pseudohermaphroditism	871
HP:0030257	Freckled genitalia	91
HP:0008668	Gonadal dysgenesis, male	907
HP:0008723	Gonadal dysgenesis with female appearance, male	195
HP:0000011	Neurogenic bladder	853
HP:0005340	Spastic/hyperactive bladder	38
HP:0000016	Urinary retention	774
HP:0000017	Nocturia	840
HP:0000012	Urinary urgency	985
HP:0100518	Dysuria	887
HP:0025488	Detrusor sphincter dyssynergia	476
HP:0002839	Urinary bladder sphincter dysfunction	988
HP:0000019	Urinary hesitancy	372
HP:0100515	Pollakisuria	49
HP:0032465	Bladder trabeculation	117
HP:0008635	Hypertrophy of the urinary bladder	527
HP:0031261	Bladder polyp	284
HP:0000039	Epispadias	634
HP:0012213	Decreased glomerular filtration rate	980
HP:0005572	Decreased renal tubular phosphate excretion	134
HP:0004732	Impaired renal uric acid clearance	73
HP:0008695	Transient nephrotic syndrome	182
HP:0025650	Steroid-dependent nephrotic syndrome	775
HP:0008677	Congenital nephrotic syndrome	876
HP:0012588	Steroid-resistant nephrotic syndrome	926
HP:0001919	Acute kidney injury	623
HP:0000105	Enlarged kidney	926
HP:0000799	Renal steatosis	958
HP:0009741	Nephrosclerosis	835
HP:0012300	Ureteral agenesis	853
HP:0034368	Urolithiasis	825
HP:0005999	Ureteral atresia	850
HP:0032464	Ureteral hypoplasia	850
HP:0000070	Ureterocele	502
HP:0006740	Transitional cell carcinoma of the bladder	900
HP:0006770	Clear cell renal cell carcinoma	930
HP:0011553	Discordant atrioventricular connection	109
HP:0011560	Mitral atresia	670
HP:0001667	Right ventricular hypertrophy	853
HP:0200128	Biventricular hypertrophy	373
HP:0005144	Ventricular septal hypertrophy	951
HP:0011556	Double inlet right ventricle	178
HP:0011555	Double inlet left ventricle	218
HP:0011581	Double outlet left ventricle	687
HP:0005133	Right ventricular dilatation	965
HP:0001648	Cor pulmonale	883
HP:0011663	Right ventricular cardiomyopathy	851
HP:0034364	Fibrofatty replacement of right ventricular myocardium	203
HP:0004762	Hypoplasia of right ventricle	837
HP:0002563	Constrictive pericarditis	648
HP:0011629	Total absence of the pericardium	69
HP:0011852	Chylopericardium	649
HP:0031329	Interstitial cardiac fibrosis	981
HP:0031193	Abnormal morphology of right ventricular trabeculae	23
HP:0011665	Takotsubo cardiomyopathy	474
HP:0200127	Atrial cardiomyopathy	777
HP:0001644	Dilated cardiomyopathy	665
HP:0001723	Restrictive cardiomyopathy	808
HP:0005152	Histiocytoid cardiomyopathy	34
HP:0006689	Bacterial endocarditis	530
HP:0001684	Secundum atrial septal defect	612
HP:0001655	Patent foramen ovale	595
