phenotype1	phenotype2	lin	cos
Progressive ophthalmoplegia	Panuveitis	0.1503889088008017	0.48635602
Congenital nonbullous ichthyosiform erythroderma	Ovarian carcinoma	5.200013425095543e-05	0.19354613
Immune dysregulation	Talipes calcaneovarus	4.433252921306609e-05	-0.021625653
Thickened ribs	Interstitial emphysema	4.433252921306609e-05	0.24723648
Agoraphobia	Trichodysplasia	4.433252921306609e-05	0.20107651
Cartilaginous ossification of larynx	Bladder trabeculation	4.325406564155514e-05	0.29807082
Apathy	Atrophy of alveolar ridges	4.846394887683536e-05	0.22367476
Progressive extrapyramidal movement disorder	Increased circulating copper concentration	3.993272169545075e-05	0.19325362
Rectovaginal fistula	Sclerodactyly	5.2731814525986136e-05	0.14261766
Oligomenorrhea	Barrett esophagus	5.139110160925746e-05	0.24375738
Hypertensive retinopathy	Left ventricular noncompaction cardiomyopathy	0.1641538120141578	0.26088512
Biliary cirrhosis	Large posterior fontanelle	5.132517819247823e-05	0.03741487
Hypoplastic left heart	Intellectual disability, severe	7.873834045121662e-05	0.23620072
Focal segmental glomerulosclerosis	Esophageal varix	6.508152476705893e-05	0.14101876
Episodic peripheral neuropathy	Decreased circulating ferritin concentration	4.1527089114850486e-05	0.15708157
Small placenta	Testicular fibrosis	8.650813128311028e-05	0.13554493
Increased red blood cell mass	Decreased serum estradiol	5.08325315417379e-05	0.051618647
Short chin	Stomatocytosis	5.9209398694197504e-05	0.109877154
Inflexible adherence to routines or rituals	Enlarged metacarpophalangeal joints	4.654557084673223e-05	0.04137433
Pulmonary lymphangiectasia	Progressive hyperpigmentation	4.433252921306609e-05	0.23105219
Pancreatic hypoplasia	Downturned corners of mouth	6.575662790436058e-05	0.11220916
Sudanophilic leukodystrophy	Posterior lenticonus	4.2520165072717376e-05	0.07714696
Leg muscle stiffness	Precocious puberty in females	4.2520165072717376e-05	0.17822146
Chronic gastritis	Reduced carnitine O-palmitoyltransferase level	9.719461910870474e-05	0.29332516
T-cell acute lymphoblastic leukemias	Cognitive regression	4.325406564155514e-05	0.07834159
Hypogonadotropic hypogonadism	Stress urinary incontinence	0.4990477418542847	0.2568681
Caudal appendage	Hypoplasia of the odontoid process	0.2778643401290019	0.24792482
Exercise-induced myalgia	Vaginal stricture	0.0001140931428862	0.26771912
Protein-losing enteropathy	Descemet Membrane Folds	4.717802693158188e-05	0.14110334
Pseudobulbar behavioral symptoms	Lower limb dysmetria	0.1622875332916382	0.26937246
Antegonial notching of mandible	Ridged cranial sutures	0.1446755921833104	0.41497916
Band keratopathy	Folate-unresponsive megaloblastic anemia	4.5130913499260864e-05	0.18651462
Coombs-positive hemolytic anemia	Lower limb hypertonia	5.406232789246244e-05	0.26128513
Secundum atrial septal defect	Sudanophilic leukodystrophy	5.402599264771722e-05	0.22815616
Autoimmune thrombocytopenia	Stereotypical body rocking	5.305734140492264e-05	0.21735968
Lack of T cell function	Camptocormia	4.1527089114850486e-05	0.11026597
Cholecystitis	Internal carotid artery hypoplasia	4.717802693158188e-05	0.21678598
Band keratopathy	Paroxysmal atrial tachycardia	4.5130913499260864e-05	0.2322461
Preauricular pit	Geographic tongue	0.134949073683687	0.25620326
Congenital fibrosis of extraocular muscles	Migraine with aura	5.3526348262195045e-05	0.15516022
Megaloblastic bone marrow	Projectile vomiting	4.384100649655963e-05	0.033628743
Delayed CNS myelination	Hyperapobetalipoproteinemia	5.53013701226942e-05	0.0016100854
Bilateral radial aplasia	Episodic peripheral neuropathy	4.1527089114850486e-05	0.25491115
Xanthine nephrolithiasis	Cervical ribs	5.009905952003411e-05	0.19172966
Normocytic anemia	Choroidal hemangioma	4.475678658742209e-05	0.28779995
Bradykinesia	Aqueductal stenosis	0.0969759232241981	0.22409892
Elongated radius	Mild myopia	4.325406564155514e-05	0.099707365
Hypersplenism	Aborted sudden cardiac death	0.1660656202768528	0.08768325
Pulmonary capillary hemangiomatosis	Unilateral primary pulmonary dysgenesis	0.2785090485114606	0.36099213
Enlarged proximal interphalangeal joints	Palmoplantar blistering	0.2128388075660489	0.391648
Neonatal hyperbilirubinemia	Ovarian fibroma	4.676934355271362e-05	0.11113205
Laryngomalacia	Unilateral cleft palate	5.673682853367021e-05	0.42492697
Scapular winging	Cicatricial lagophthalmos	5.17666923135561e-05	0.2030762
Intermittent jaundice	Rickets of the lower limbs	4.325406564155514e-05	0.26050243
Uterus didelphys	Progressive language deterioration	4.676934355271362e-05	0.163797
Alveolar rhabdomyosarcoma	Progressive choreoathetosis	4.1527089114850486e-05	0.22010106
Agitation	Cutaneous leiomyoma	5.331903917150742e-05	0.08672126
Leukopenia	Hypoplasia of proximal radius	5.301223762921065e-05	0.3146327
Prolonged QRS complex	Cardiac fibroma	0.1516540314917401	0.18922354
Multiple gastric polyps	Hypoplasia of the tooth germ	4.433252921306609e-05	0.15672754
Cerebral vasculitis	Vestibular nystagmus	0.2584514873284322	0.25445506
Hip dysplasia	Macular hypopigmentation	5.560127284614295e-05	0.19927362
Large for gestational age	Spontaneous cerebrospinal fluid leak	4.9312355433677e-05	0.12676534
Hypoplasia of the ciliary body	Schizophrenia	4.771461865001634e-05	0.12522982
Pancreatic pseudocyst	Adenoma sebaceum	4.325406564155514e-05	0.25735322
Atlantoaxial instability	Decreased cranial base ossification	0.1301104070340171	0.3246714
Heinz body anemia	Cervical lymphadenopathy	4.475678658742209e-05	0.054621592
Erysipelas	Cleft mandible	4.63062709617351e-05	0.062344823
Broad nail	Pulmonary venous hypertension	9.719461910870474e-05	0.22770047
Elevated circulating growth hormone concentration	Compensated hemolytic anemia	4.717802693158188e-05	0.2784118
Sprengel anomaly	Upper eyelid edema	5.08325315417379e-05	0.1991863
Absent lacrimal punctum	Limited hip extension	4.9202003447767416e-05	0.05808687
Dense calvaria	Acrocyanosis	4.846394887683536e-05	0.24076135
Tethered cord	Decreased beta-galactosidase activity	5.391529164214543e-05	0.014920464
Bile duct proliferation	Gastroschisis	0.1832109762207315	0.31909934
Posterior vertebral hypoplasia	Pleuropulmonary blastoma	4.1527089114850486e-05	0.41110283
Multiple pterygia	Premature loss of primary teeth	4.7877152157943535e-05	0.20616858
Genital ulcers	Left-to-right shunt	4.2520165072717376e-05	0.108405285
Hydronephrosis	Fluctuations in consciousness	5.510074585337536e-05	0.17005825
Hypoplasia of the epiglottis	Ectopic posterior pituitary	5.035839919835104e-05	0.4032037
Weak cry	Testicular dysgenesis	5.331903917150742e-05	0.11347289
Long palpebral fissure	Mandibular osteomyelitis	0.1209497220518103	0.31692123
Retinal infarction	Difficulty running	5.125821869171633e-05	0.16596898
Mask-like facies	Triangular face	0.18957670160589	0.32010812
Papillary thyroid carcinoma	Recurrent pancreatitis	5.018735786356822e-05	0.38335538
Increased LDL cholesterol concentration	Bilateral conductive hearing impairment	5.486108088690776e-05	0.07614718
Renal salt wasting	Decreased cervical spine mobility	4.7365940235228194e-05	0.23218584
Psychomotor deterioration	Postprandial hyperglycemia	4.697961363490384e-05	0.21494971
Adducted thumb	Elongated radius	0.2166506156655289	0.3914474
Joint hemorrhage	Chronic myelogenous leukemia	0.2625576699203276	0.24659638
Overlapping toe	Exercise-induced muscle fatigue	0.0762391335652071	0.1089883
Split foot	Negativism	4.885073886735671e-05	0.018508755
Omphalocele	Short foot	0.1146231081686283	0.14172673
Episodic vomiting	Hypoesthesia	5.81503944877191e-05	0.37492153
Nephroblastoma	Male infertility	0.2451168631751086	0.21835019
Thigh hypertrophy	Minimal change glomerulonephritis	4.754448578692532e-05	0.1174861
Bulbous nose	Retinal arteriolar constriction	0.1453202948182624	0.13899744
Sagittal craniosynostosis	Cystic acne	5.0522571453449456e-05	0.3358307
Glyoxalase deficiency	Severe short stature	5.585931832960455e-05	0.31045464
Atypical nevus	Gallbladder dysfunction	4.1527089114850486e-05	0.08616391
Triangular face	Neutral hyperaminoaciduria	5.467335855409396e-05	0.11638979
Intellectual disability, moderate	Axial dystonia	0.1151989171023954	0.24358779
Agoraphobia	Antalgic gait	0.1622875332916382	0.47662568
Pleuritis	Recurrent pancreatitis	4.972512993112043e-05	0.4406869
Pathologic fracture	Lymphocytic interstitial pneumonia	5.292067144038485e-05	0.22956902
Intellectual disability, profound	Humeral pseudarthrosis	0.0001530844022638	0.014940557
Severe sensorineural hearing impairment	Punctate keratitis	4.717802693158189e-05	0.17233783
Nephroblastoma	Mesomelic short stature	5.543990558251901e-05	0.24122337
Pulmonary lymphangiectasia	Superior rectus atrophy	4.63062709617351e-05	0.16607879
Short nose	Abnormal lower-limb motor evoked potentials	0.0002001520266694	0.12537572
Facial hypotonia	Autoimmune thrombocytopenia	6.476752764420787e-05	0.20374624
Bulbar signs	Square pelvis bone	4.982193529809303e-05	0.13878581
Absence of secondary sex characteristics	Fiber type grouping	4.475678658742209e-05	0.13648038
Thin upper lip vermilion	Round face	0.2380163016281138	0.21270789
Joint swelling	Bronchiolitis	5.139110160925746e-05	0.24992192
Prominent occiput	Anisopoikilocytosis	5.510074585337536e-05	0.1892346
Neurogenic bladder	Right ventricular hypertrophy	5.935733869716479e-05	0.17221889
Short chin	Primary congenital glaucoma	5.535724358328559e-05	0.16355237
Premature osteoarthritis	Type E brachydactyly	0.107036624831214	0.27899715
Urinary hesitancy	Myxoid subcutaneous tumors	4.2520165072717376e-05	0.12535128
Spasticity of facial muscles	Adenocarcinoma of the colon	4.1527089114850486e-05	0.13399647
Right ventricular outlet tract obstruction	Enteroviral encephalitis	4.1527089114850486e-05	0.22327125
Parathyroid hypoplasia	Fine hair	5.360675626316975e-05	0.17073542
Decreased beta-glucocerebrosidase level	Lipoatrophy	4.433252921306609e-05	0.08666882
Neurofibrillary tangles	Crystalline corneal dystrophy	4.717802693158188e-05	0.24799135
Compensated hypothyroidism	Euthyroid hyperthyroxinemia	0.518021098230592	0.6928124
Hip dysplasia	Hypoplastic pulmonary veins	5.739610222739524e-05	0.35016587
Delayed eruption of permanent teeth	Pulmonary lymphangiomyomatosis	5.060226372522096e-05	0.09907526
Pleuritis	Square pelvis bone	4.803278487698834e-05	0.22097227
Bile duct proliferation	Neoplasm of the scrotum	0.0001249717480325	0.21725565
Chronic metabolic acidosis	Decreased levels of alpha-fetoprotein	0.1368549132493405	0.30351743
Congenital nephrotic syndrome	Total absence of the pericardium	3.993272169545075e-05	0.25002345
Humerus varus	Aortopulmonary window	7.98654433909015e-05	0.17621629
Pathologic fracture	Pulmonic valve myxoma	4.8971417820076086e-05	0.24301243
Supernumerary nipple	Bilateral choanal atresia/stenosis	5.018735786356822e-05	0.26784158
Intellectual disability, moderate	Joint hemorrhage	6.488126393986284e-05	0.062665395
Narrow chest	Focal active colitis	5.395247933631802e-05	0.1311381
Hypodontia	Distal joint laxity	6.041289556766736e-05	0.31896728
Episodic ketoacidosis	Primary peritoneal carcinoma	9.435605386316376e-05	0.21966915
Focal segmental glomerulosclerosis	Degeneration of anterior horn cells	6.238088536687428e-05	0.27782163
Phalangeal dislocation	Digital flexor tenosynovitis	0.0987909468366289	0.45058042
Late-onset proximal muscle weakness	Amegakaryocytic thrombocytopenia	4.546614712111239e-05	0.17603454
Cerebral cortical neurodegeneration	Chronic neutropenia	4.384100649655963e-05	0.38154122
Bifid ribs	Cystoid macular edema	5.112104480324602e-05	-0.05176492
Incomprehensible speech	Panniculitis	4.787715215794353e-05	0.0662347
Bulbar signs	Recurrent Serratia marcescens infections	5.08325315417379e-05	0.046009928
Embryonal rhabdomyosarcoma	Hyperpyrexia	4.2520165072717376e-05	0.24982302
Cerebral degeneration	Conical incisor	4.982193529809303e-05	0.14588593
Recurrent Serratia marcescens infections	Decreased prothrombin time	4.513091349926087e-05	-0.042127043
Uterus didelphys	Malignant genitourinary tract tumor	0.1584669070588896	0.26069605
Recurrent Burkholderia cepacia infections	Antenatal intracerebral hemorrhage	4.325406564155514e-05	0.24290952
Generalized morning stiffness	Wrist drop	0.0639290681052629	0.16985515
Acute otitis media	Thickened Achilles tendon	7.98654433909015e-05	0.22898011
Internal carotid artery hypoplasia	Hepatic arteriovenous malformation	0.31191352813947	0.41654074
Urinary bladder sphincter dysfunction	Reduced platelet alpha granules	4.771461865001634e-05	0.1464938
Renal steatosis	Acute kidney injury	0.3096103651149261	0.48677418
Genital ulcers	Juvenile rheumatoid arthritis	4.546614712111239e-05	0.12601243
Hyperkalemia	Hepatic vein thrombosis	5.068044793030368e-05	0.39762366
Right-to-left shunt	Hepatic foam cells	0.1453472337327634	0.19615397
Dysplastic aortic valve	Hypoplastic spleen	0.1585329750109635	0.3594077
Hypermagnesemia	EEG with continuous slow activity	9.435605386316376e-05	-0.02870009
Photophobia	Membranous vitreous appearance	0.1378666112443959	0.21970303
Medial rotation of the medial malleolus	Parachute mitral valve	4.1527089114850486e-05	0.32798228
Inflexible adherence to routines or rituals	Thenar muscle weakness	5.194293364576683e-05	0.11569687
Bifid ribs	EMG: slow motor conduction	0.1394572857855676	0.12346672
Decreased cranial base ossification	Facial tics	0.0941261697140505	0.21436623
Adrenal pheochromocytoma	Hypoplasia of the anterior nasal spine	9.093229424222476e-05	0.26499832
Premature delivery because of cervical insufficiency or membrane fragility	Optic disc hypoplasia	4.5130913499260864e-05	0.36901343
Pituitary dwarfism	Increased circulating renin level	5.232854831112207e-05	0.1989908
Prominent occiput	Right ventricular cardiomyopathy	5.856139529164132e-05	0.091164745
Prolonged QTc interval	Camptocormia	5.068044793030368e-05	0.23593879
Hypoplastic pelvis	Small cerebellar cortex	0.0001185272603556	0.19065854
Eruptive xanthomas	Unconjugated hyperbilirubinemia	5.08325315417379e-05	0.096205525
Chorioretinal dystrophy	Pes valgus	5.327644182247792e-05	0.15655087
Congenital foot contractures	Wide nasal base	4.787715215794353e-05	0.1051637
Macular hyperpigmented dermopathy	Glycogen accumulation in muscle fiber lysosomes	3.993272169545075e-05	0.18945989
Slender build	Progressive proximal muscle weakness	5.232854831112207e-05	0.23731908
Gastroschisis	Episodic upper airway obstruction	4.325406564155514e-05	0.29672343
Lateral displacement of the femoral head	Diffuse hepatic steatosis	3.993272169545075e-05	0.19494474
Peripheral axonal atrophy	Periapical tooth abscess	9.435605386316376e-05	0.29294184
Six lumbar vertebrae	Hypoplasia of the premaxilla	0.1257419157093911	0.13985091
Dental crowding	Intrahepatic bile duct cysts	5.319004968039924e-05	0.13673082
Aniridia	Short humerus	6.064218303019209e-05	0.14811863
Increased intracranial pressure	Bilateral sensorineural hearing impairment	5.897309018295367e-05	0.18947944
Acute promyelocytic leukemia	Aortic valve atresia	4.1527089114850486e-05	0.22624722
Susceptibility to chickenpox	Usual interstitial pneumonia	4.384100649655963e-05	0.14913811
Gastrointestinal telangiectasia	Absent muscle dystrophin expression	8.650813128311028e-05	0.22179368
Recurrent paroxysmal headache	Glenoid fossa hypoplasia	4.546614712111239e-05	0.2361926
Nephropathy	Diaphragmatic paralysis	5.434348495495777e-05	0.25013947
Late-onset proximal muscle weakness	Fibrocystic lung disease	4.2520165072717376e-05	0.33565855
Frontotemporal cerebral atrophy	Pseudohypoaldosteronism	4.972512993112043e-05	0.1762461
Sudden cardiac death	Laryngeal web	5.933071786796138e-05	-0.0013732184
Chronic tubulointerstitial nephritis	Confusional arousal	8.650813128311028e-05	0.06223918
Reduced number of intrahepatic bile ducts	Dry hair	4.771461865001634e-05	0.20333311
Papilledema	Absent fetal nasal bone	4.63062709617351e-05	0.1202648
Increased facial adipose tissue	Stiff interphalangeal joints	0.0628443705455809	0.08270334
Prominent sternum	Congenital craniofacial dysostosis	0.3161566920820816	0.31648955
Omphalocele	Diabetic ketoacidosis	6.001038214781334e-05	0.12807284
Short nose	Hypoplastic areola	6.412576312028567e-05	0.2810346
Recurrent deep vein thrombosis	Ciliary body melanoma	9.093229424222476e-05	0.0959951
Pulmonary lymphangiectasia	Ectopic anterior pituitary gland	9.964387059618608e-05	0.34027854
Neonatal hypoglycemia	Unilateral external ear deformity	4.803278487698834e-05	0.15120554
Decreased beta-galactosidase activity	Increased urinary porphobilinogen	0.1629414725967809	0.00969312
Macular hypopigmentation	Coronary-pulmonary artery fistula	4.1527089114850486e-05	0.14692342
Microvesicular hepatic steatosis	Meningoencephalocele	4.754448578692532e-05	0.21527898
Polyuria	Hypoplasia of the retina	5.263434461129656e-05	0.19049619
Unilateral ptosis	Long thumb	5.200013425095543e-05	0.24668886
Prominent occiput	Pseudohypoaldosteronism	5.575766213599954e-05	0.09125951
Hypophosphatemic rickets	Encephalomalacia	5.139110160925746e-05	0.28800082
Distal upper limb muscle weakness	Suicidal ideation	5.035839919835104e-05	0.123118535
Peripheral thrombosis	Increased megakaryocyte colony forming unit count	0.2216018656261382	0.15430509
Absence of secondary sex characteristics	Delayed femoral head ossification	3.993272169545075e-05	0.23941173
Reduced vital capacity	Cerebral hypomyelination	5.434348495495777e-05	0.42824036
Diffuse axonal swelling	Laryngeal stridor	4.2520165072717376e-05	0.22003868
Trophic limb changes	Calcification of falx cerebri	0.0678227253917156	0.049100883
Decreased mitochondrial complex III activity in liver tissue	Onychogryposis of toenails	4.577027209409902e-05	0.015648788
Protruding ear	Hyperinsulinemic hypoglycemia	6.671196320606237e-05	0.022260357
Congenital finger flexion contractures	Cerebellar cortical atrophy	4.577027209409902e-05	0.30091342
C1-C2 subluxation	Supernumerary cusp	4.7877152157943535e-05	0.2585123
Anteverted nares	Recurrent aphthous stomatitis	0.2013597564190241	0.33945903
Myopathic facies	Bruxism	6.541908001858607e-05	0.23784631
Impaired oxidative burst	Shortening of all phalanges of fingers	4.846394887683536e-05	0.08271128
Small cervical vertebral bodies	Chylothorax	4.676934355271362e-05	0.24713956
Thoracic hemivertebrae	Recurrent sinusitis	0.1701522697097882	-0.00064953975
Wide-cupped costochondral junctions	Urethral diverticulum	4.1527089114850486e-05	0.18006027
Congenital pyloric atresia	Short hard palate	4.63062709617351e-05	0.39896464
Periorbital hyperpigmentation	Sensorimotor neuropathy	5.263434461129656e-05	0.19748044
Vaginal atresia	Tapered finger	6.653401069994891e-05	-0.0134251695
Posterior rib fusion	Large hands	5.263434461129656e-05	0.0434196
Extrahepatic biliary duct atresia	2:1 atrioventricular block	4.325406564155514e-05	0.3006671
Hypotelorism	Hypercalciuria	7.357637814379166e-05	0.22189221
Proximal tibial hypoplasia	Increased T cell count	7.98654433909015e-05	0.22058004
Palmoplantar keratoderma	Hypoplastic pelvis	6.46110307747006e-05	0.17841609
Horizontal ribs	Myelin tomacula	4.717802693158188e-05	0.015426396
Ureterocele	Duodenal atresia	5.434348495495777e-05	0.32573706
Facial hypotonia	Enlarged peripheral nerve	4.972512993112043e-05	0.18872055
Dysplastic testes	Increased circulating IgD level	4.1527089114850486e-05	0.22165003
Generalized arterial calcification	Microlissencephaly	4.2520165072717376e-05	0.12711681
Protruding ear	Midgut malrotation	5.722416493511565e-05	0.09618163
Joint hemorrhage	Focal lissencephaly	4.697961363490384e-05	0.047687143
Supernumerary maxillary incisor	Acute rhabdomyolysis	4.2520165072717376e-05	0.17169896
Agenesis of permanent teeth	Recurrent oral herpes	5.253471651082554e-05	0.14039776
Failure to thrive in infancy	Pancreatic alpha-cell hyperplasia	5.000878978756325e-05	0.2325643
Transitional cell carcinoma of the bladder	T2 hypointense basal ganglia	4.384100649655963e-05	0.20271452
Corpus callosum atrophy	Sensory exotropia	4.818212141725109e-05	0.11583483
Elbow ankylosis	Irregular tarsal bones	0.1339061850704213	0.3135913
Broad ulna	Recurrent patellar dislocation	0.135723239943527	0.23611484
Short nose	Reduced pancreatic beta cells	5.708654660760347e-05	0.18924806
Renal cortical microcysts	Decreased plasma free carnitine	4.754448578692532e-05	0.24240375
Lacrimal duct aplasia	Agenesis of pineal gland	4.2520165072717376e-05	0.4359308
Relative macrocephaly	Neck joint contracture	0.1233585045774215	0.17841099
Hidrotic ectodermal dysplasia	Generalized neonatal hypotonia	4.9202003447767416e-05	0.3663576
Aniridia	Hypomature dental enamel	4.8971417820076086e-05	0.15509084
Lattice corneal dystrophy	Meckel diverticulum	5.0979265990792815e-05	0.29672778
Elevated circulating catecholamine level	Sensory ataxic neuropathy	4.546614712111239e-05	0.17448047
Severe T-cell immunodeficiency	Paranasal sinus hypoplasia	4.325406564155514e-05	0.20339161
Hyperostosis frontalis interna	Stage 3 chronic kidney disease	4.325406564155514e-05	0.06906667
Hypermagnesemia	Divergence nystagmus	4.325406564155514e-05	0.12997805
Chronic lactic acidosis	Patellar aplasia	5.08325315417379e-05	0.21282938
Abnormality of primary molar morphology	Pseudobulbar paralysis	4.577027209409902e-05	0.25435573
Cubitus valgus	Congenital foot contractures	0.1187216300345422	0.32893735
Recurrent Serratia marcescens infections	Trophic limb changes	4.325406564155514e-05	0.1101806
Hypoplastic pulmonary veins	Spinal myoclonus	9.093229424222476e-05	0.19574182
Porencephalic cyst	Esophageal carcinoma	5.009905952003411e-05	0.26149467
Asymmetric septal hypertrophy	Acetabular dysplasia	5.568006858401274e-05	0.3717926
Periportal fibrosis	Adrenal pheochromocytoma	4.952414116553883e-05	0.27197802
Inguinal hernia	Atypical neurofibromatosis	0.0001948994146401	0.15245152
Posterior polar cataract	Palpebral thickening	5.018735786356822e-05	0.2791336
Recurrent patellar dislocation	Corneal astigmatism	4.384100649655963e-05	0.26801974
Phimosis	Encephalomalacia	4.7877152157943535e-05	0.13853613
Intrahepatic bile duct cysts	Corticospinal tract hypoplasia	3.993272169545075e-05	0.25433144
Urinary hesitancy	Short lower limbs	4.885073886735671e-05	0.106370494
Bifid scrotum	Anterior concavity of thoracic vertebrae	5.305734140492264e-05	0.27470705
Ovarian gonadoblastoma	Primary congenital glaucoma	4.433252921306609e-05	0.32775953
Cervical spinal canal stenosis	Recurrent spontaneous abortion	4.63062709617351e-05	0.21699658
Pallidal degeneration	Cardiac total anomalous pulmonary venous connection	3.993272169545075e-05	0.24184473
Ethmoidal encephalocele	Unilateral conductive hearing impairment	3.993272169545075e-05	0.279969
EMG: myopathic abnormalities	Actinic keratosis	5.060226372522096e-05	0.050806988
Congenital pyloric atresia	Cerebral degeneration	4.63062709617351e-05	0.1538874
Gastrointestinal telangiectasia	Acute hepatic steatosis	0.1415125805640731	0.29213643
Spondylolysis	Decreased cervical spine mobility	0.2285822899614769	0.49631247
Protein avoidance	Enlarged polycystic ovaries	4.384100649655963e-05	0.03325966
Caudate atrophy	Limited knee flexion	4.803278487698834e-05	0.23263747
Broad face	Optic disc hypoplasia	5.460915002756528e-05	0.08264238
Hammertoe	Esophageal varix	6.496538923162401e-05	0.0827533
Poliosis	Hematocolpos	4.433252921306609e-05	0.15432702
Agenesis of incisor	Trachyonychia	5.035839919835104e-05	0.057884715
Recurrent aspiration pneumonia	Bone spicule pigmentation of the retina	6.227418033084448e-05	0.16084239
Incomplete partition of the cochlea type II	Thiamine-responsive megaloblastic anemia	4.325406564155514e-05	0.1871001
Pituitary dwarfism	Testicular dysgenesis	4.754448578692532e-05	0.43764862
Short umbilical cord	Decreased thalamic volume	4.577027209409902e-05	0.25519335
Narrow foot	Broad columella	5.018735786356822e-05	0.17212632
Vaginal atresia	Oval face	5.507141422918114e-05	0.19139048
Chronic tubulointerstitial nephritis	Microcoria	4.577027209409902e-05	0.031472623
Giant platelets	Short ear	4.717802693158188e-05	-0.09672956
Colonic diverticula	Unilateral deafness	4.952414116553883e-05	0.092192434
Progressive microcephaly	Demyelinating sensory neuropathy	0.1561018259669371	0.23221189
Pancreatic calcification	Decreased renal tubular phosphate excretion	4.1527089114850486e-05	0.37595633
Numerous nevi	Abnormal vertebral segmentation and fusion	4.754448578692532e-05	0.069365434
Adult onset sensorineural hearing impairment	Rhegmatogenous retinal detachment	4.513091349926087e-05	0.18541692
Osteosarcoma	Hallux varus	0.1158774964900861	0.082093045
Low posterior hairline	Gonadal dysgenesis, male	5.510074585337536e-05	0.17933157
Migraine without aura	Neuropathic spinal arthropathy	4.787715215794353e-05	0.21744482
Deformed rib cage	Broad clavicles	0.3180413180770822	0.23530422
Abnormal upper motor neuron morphology	Episodic peripheral neuropathy	0.0712912870750357	0.43218422
Ridged nail	Hypometric horizontal saccades	4.771461865001634e-05	0.051869698
Pallidal degeneration	Blepharochalasis	4.2520165072717376e-05	0.25710583
Triangular face	Hyperplasia of the femoral trochanters	5.467335855409396e-05	0.16971257
Wide-cupped costochondral junctions	Congenital giant melanocytic nevus	4.1527089114850486e-05	0.2224311
Increased subcutaneous truncal adipose tissue	Decreased beta-mannosidase activity	3.993272169545075e-05	0.03184285
Extramedullary hematopoiesis	Thenar muscle atrophy	5.222176751133227e-05	0.18245858
Rocker bottom foot	Crusting erythematous dermatitis	5.1121044803246014e-05	0.13099667
Right-to-left shunt	Photopsia	4.325406564155514e-05	0.0432093
Permanent atrial fibrillation	Chronic active Epstein-Barr virus infection	4.577027209409902e-05	0.17809013
Penoscrotal hypospadias	Hyperprolinemia	5.2731814525986136e-05	0.2571096
Urinary urgency	Acetabular erosions	5.035839919835104e-05	0.23833565
Multiple digital exostoses	Clinodactyly of the thumb	0.088986382146103	0.29386723
Colonic diverticula	Bone pain	5.81503944877191e-05	0.11895898
Wide mouth	Refractory anemia	5.8858450102199305e-05	0.12765409
Galactose intolerance	Premature occlusive vascular stenosis	3.993272169545075e-05	0.08304505
Generalized neonatal hypotonia	Decreased circulating apolipoprotein AI concentration	4.9202003447767416e-05	0.20425019
Hyperplasia of the femoral trochanters	Vein of Galen aneurysmal malformation	3.993272169545075e-05	0.19786204
Spastic tetraplegia	Scleritis	5.368580671833106e-05	0.30696422
Shallow orbits	Iris cyst	0.1728235570875467	0.19126186
Gonadal dysgenesis, male	Enlarged peripheral nerve	4.1527089114850486e-05	0.17445074
Absence of Stensen duct	Proximal femoral epiphysiolysis	4.754448578692532e-05	0.10280636
Progressive pes cavus	Increased T cell count	7.98654433909015e-05	0.15729737
Weak voice	Ph-positive acute lymphoblastic leukemia	4.6048912897620735e-05	0.08376002
Neuromuscular dysphagia	Subperiosteal bone resorption	8.650813128311028e-05	0.12895072
Cervical C5/C6 vertebrae fusion	Hepatic vascular malformations	4.2520165072717376e-05	0.23315921
Broad clavicles	Intellectual disability, progressive	5.939704422750433e-05	0.10653446
Decreased adenosylcobalamin	Reduced natural killer cell activity	0.1803851167634161	0.31161577
Reduced circulating prolactin concentration	Increased nuchal translucency	5.232854831112207e-05	0.17106065
Mandibulofacial dysostosis	Increased B cell count	5.060226372522096e-05	0.052892983
Fair hair	Interstitial cardiac fibrosis	5.2731814525986136e-05	0.02087938
Bell-shaped thorax	Brain stem compression	5.164509580017892e-05	0.2351335
Inflammatory myopathy	Morgagni diaphragmatic hernia	0.1859532039391006	0.24660346
Hypertelorism	Chronic otitis media	8.435646334264469e-05	0.131978
Generalized hirsutism	Absent specific antibody response	4.63062709617351e-05	0.20136772
Areas of hypopigmentation and hyperpigmentation that do not follow Blaschko lines	Abnormal sperm mid-piece morphology	3.993272169545075e-05	0.20171916
Clitoral hypoplasia	Mildly elevated creatine kinase	5.770676416270559e-05	0.1564067
Vagal paraganglioma	Congenital bullous ichthyosiform erythroderma	4.513091349926087e-05	0.1199642
Platybasia	Wide nasal base	0.1195230349441428	0.24019817
Accessory spleen	Myositis	0.2433129621803535	0.14843048
Prolonged QRS complex	Villous atrophy	5.651980813194554e-05	0.045325547
Macular hyperpigmented dermopathy	High iliac wing	3.993272169545075e-05	0.055472758
Phonophobia	Exercise-induced myoglobinuria	5.263434461129656e-05	0.15255183
Giant somatosensory evoked potentials	Cervical C5/C6 vertebrae fusion	4.63062709617351e-05	0.11643606
Pyloric stenosis	EEG with generalized spikes	5.282722589173775e-05	0.08282657
Mild intrauterine growth retardation	Short face	8.650813128311028e-05	0.37517184
Nephropathy	Mild short stature	6.093515458870107e-05	0.20345771
Juvenile gastrointestinal polyposis	Decreased activity of mitochondrial complex III	4.908842810983609e-05	0.16469207
